UN;Codigo;Servicio;Sentido;Periodo;Frecuencia_buses_hr;Velocidad_kmh
10;1043c;F13c;Ret;PMA;0,0;0,0
10;1043c;F13c;Ret;PMD;0,0;0,0
10;1043c;F13c;Ret;PRENOC1;0,0;0,0
10;1043c;F13c;Ret;PRENOC2;0,0;0,0
10;1043c;F13c;Ret;PTA1;0,0;0,0
10;1043c;F13c;Ret;PTA2;0,0;0,0
10;1043c;F13c;Ret;TNOC;0,0;0,0
10;1043c;F13c;Ret;TPMA;0,0;0,0
10;1057y;F27;Ida;FPMA;0,0;0,0
10;1057y;F27;Ida;FPNOC;0,0;0,0
10;1057y;F27;Ida;FPTA;0,0;0,0
10;1057y;F27;Ida;NOC;0,0;0,0
10;1057y;F27;Ida;PMA;0,0;0,0
10;1057y;F27;Ida;PMD;0,0;0,0
10;1057y;F27;Ida;PRENOC1;0,0;0,0
10;1057y;F27;Ida;PRENOC2;0,0;0,0
10;1057y;F27;Ida;PTA1;0,5;13,4
10;1057y;F27;Ida;PTA2;0,5;12,2
10;1057y;F27;Ida;TNOC;0,0;0,0
10;1057y;F27;Ida;TPMA;0,0;0,0
10;1057y;F27;Ret;FPMA;0,0;0,0
10;1057y;F27;Ret;FPNOC;0,0;0,0
10;1057y;F27;Ret;FPTA;0,0;0,0
10;1057y;F27;Ret;NOC;0,0;0,0
10;1057y;F27;Ret;PMA;0,0;0,0
10;1057y;F27;Ret;PMD;0,0;0,0
10;1057y;F27;Ret;PRENOC1;0,0;0,0
10;1057y;F27;Ret;PRENOC2;0,0;0,0
10;1057y;F27;Ret;PTA1;0,0;0,0
10;1057y;F27;Ret;PTA2;0,0;0,0
10;1057y;F27;Ret;TNOC;0,0;0,0
10;1057y;F27;Ret;TPMA;0,0;0,0
11;1103;C03;Ida;FPMA;0,0;0,0
11;1103;C03;Ida;FPNOC;0,0;0,0
11;1103;C03;Ida;FPTA;0,0;0,0
11;1103;C03;Ida;NOC;0,0;0,0
11;1103;C03;Ida;PMA;0,0;0,0
11;1103;C03;Ida;PMD;0,0;0,0
11;1103;C03;Ida;PRENOC1;0,0;0,0
11;1103;C03;Ida;PRENOC2;0,0;0,0
11;1103;C03;Ida;PTA1;0,0;0,0
11;1103;C03;Ida;PTA2;0,0;0,0
11;1103;C03;Ida;TNOC;0,0;0,0
11;1103;C03;Ida;TPMA;0,0;0,0
11;1103;C03;Ret;FPMA;6,0;15,4
11;1103;C03;Ret;FPNOC;5,3;20,0
11;1103;C03;Ret;FPTA;6,0;13,2
11;1103;C03;Ret;NOC;0,0;0,0
11;1103;C03;Ret;PMA;6,0;13,2
11;1103;C03;Ret;PMD;6,0;14,4
11;1103;C03;Ret;PRENOC1;1,0;24,9
11;1103;C03;Ret;PRENOC2;3,0;22,7
11;1103;C03;Ret;PTA1;6,5;12,3
11;1103;C03;Ret;PTA2;5,0;16,7
11;1103;C03;Ret;TNOC;6,0;16,3
11;1103;C03;Ret;TPMA;6,7;14,4
11;1105;C05;Ida;FPMA;6,0;19,2
11;1105;C05;Ida;FPNOC;4,7;22,4
11;1105;C05;Ida;FPTA;6,0;15,5
11;1105;C05;Ida;NOC;0,0;0,0
11;1105;C05;Ida;PMA;5,3;15,1
11;1105;C05;Ida;PMD;6,0;17,1
11;1105;C05;Ida;PRENOC1;0,0;0,0
11;1105;C05;Ida;PRENOC2;1,5;24,5
11;1105;C05;Ida;PTA1;8,0;13,4
11;1105;C05;Ida;PTA2;5,5;17,3
11;1105;C05;Ida;TNOC;4,0;25,0
11;1105;C05;Ida;TPMA;4,7;17,0
11;1105;C05;Ret;FPMA;6,0;18,7
11;1105;C05;Ret;FPNOC;5,3;23,9
11;1105;C05;Ret;FPTA;4,8;16,8
11;1105;C05;Ret;NOC;0,0;0,0
11;1105;C05;Ret;PMA;6,7;14,9
11;1105;C05;Ret;PMD;6,0;18,3
11;1105;C05;Ret;PRENOC1;0,0;0,0
11;1105;C05;Ret;PRENOC2;1,5;25,9
11;1105;C05;Ret;PTA1;6,5;14,8
11;1105;C05;Ret;PTA2;5,0;16,9
11;1105;C05;Ret;TNOC;6,0;24,7
11;1105;C05;Ret;TPMA;7,3;16,3
11;1106;C06;Ida;FPMA;5,3;17,8
11;1106;C06;Ida;FPNOC;4,7;20,8
11;1106;C06;Ida;FPTA;6,0;15,9
11;1106;C06;Ida;NOC;0,0;0,0
11;1106;C06;Ida;PMA;8,0;15,0
11;1106;C06;Ida;PMD;6,0;17,1
11;1106;C06;Ida;PRENOC1;0,0;0,0
11;1106;C06;Ida;PRENOC2;1,5;23,2
11;1106;C06;Ida;PTA1;6,5;12,4
11;1106;C06;Ida;PTA2;6,0;16,5
11;1106;C06;Ida;TNOC;5,0;22,6
11;1106;C06;Ida;TPMA;6,0;15,4
11;1106;C06;Ret;FPMA;6,0;16,6
11;1106;C06;Ret;FPNOC;4,7;19,3
11;1106;C06;Ret;FPTA;6,0;14,8
11;1106;C06;Ret;NOC;0,0;0,0
11;1106;C06;Ret;PMA;7,3;14,6
11;1106;C06;Ret;PMD;6,0;15,8
11;1106;C06;Ret;PRENOC1;0,0;0,0
11;1106;C06;Ret;PRENOC2;1,5;20,8
11;1106;C06;Ret;PTA1;7,0;11,1
11;1106;C06;Ret;PTA2;6,0;14,2
11;1106;C06;Ret;TNOC;5,0;21,4
11;1106;C06;Ret;TPMA;6,0;13,4
11;1107;C07;Ida;FPMA;8,0;19,5
11;1107;C07;Ida;FPNOC;6,0;22,2
11;1107;C07;Ida;FPTA;7,6;16,2
11;1107;C07;Ida;NOC;0,0;0,0
11;1107;C07;Ida;PMA;6,7;17,5
11;1107;C07;Ida;PMD;6,0;17,6
11;1107;C07;Ida;PRENOC1;0,0;0,0
11;1107;C07;Ida;PRENOC2;2,0;26,0
11;1107;C07;Ida;PTA1;9,0;12,5
11;1107;C07;Ida;PTA2;7,5;16,2
11;1107;C07;Ida;TNOC;5,0;26,0
11;1107;C07;Ida;TPMA;6,0;16,1
11;1107;C07;Ret;FPMA;8,7;18,3
11;1107;C07;Ret;FPNOC;5,3;22,4
11;1107;C07;Ret;FPTA;6,4;16,9
11;1107;C07;Ret;NOC;0,0;0,0
11;1107;C07;Ret;PMA;8,7;14,2
11;1107;C07;Ret;PMD;6,7;17,4
11;1107;C07;Ret;PRENOC1;0,0;0,0
11;1107;C07;Ret;PRENOC2;1,5;25,4
11;1107;C07;Ret;PTA1;7,0;14,5
11;1107;C07;Ret;PTA2;5,5;16,6
11;1107;C07;Ret;TNOC;6,0;24,3
11;1107;C07;Ret;TPMA;9,3;15,1
11;1109;C09;Ida;FPMA;6,0;17,7
11;1109;C09;Ida;FPNOC;4,7;23,0
11;1109;C09;Ida;FPTA;6,0;14,9
11;1109;C09;Ida;NOC;0,7;22,5
11;1109;C09;Ida;PMA;4,7;14,4
11;1109;C09;Ida;PMD;6,0;16,6
11;1109;C09;Ida;PRENOC1;0,0;0,0
11;1109;C09;Ida;PRENOC2;1,5;26,1
11;1109;C09;Ida;PTA1;5,5;14,9
11;1109;C09;Ida;PTA2;5,5;19,0
11;1109;C09;Ida;TNOC;5,0;20,3
11;1109;C09;Ida;TPMA;5,3;17,5
11;1109;C09;Ret;FPMA;0,0;0,0
11;1109;C09;Ret;FPNOC;0,0;0,0
11;1109;C09;Ret;FPTA;0,0;0,0
11;1109;C09;Ret;NOC;0,0;0,0
11;1109;C09;Ret;PMA;0,0;0,0
11;1109;C09;Ret;PMD;0,0;0,0
11;1109;C09;Ret;PRENOC1;0,0;0,0
11;1109;C09;Ret;PRENOC2;0,0;0,0
11;1109;C09;Ret;PTA1;0,0;0,0
11;1109;C09;Ret;PTA2;0,0;0,0
11;1109;C09;Ret;TNOC;0,0;0,0
11;1109;C09;Ret;TPMA;0,0;0,0
11;1111;C11;Ida;FPMA;6,7;16,4
11;1111;C11;Ida;FPNOC;5,3;19,1
11;1111;C11;Ida;FPTA;6,0;14,1
11;1111;C11;Ida;NOC;0,0;0,0
11;1111;C11;Ida;PMA;8,0;14,3
11;1111;C11;Ida;PMD;6,0;14,9
11;1111;C11;Ida;PRENOC1;0,0;0,0
11;1111;C11;Ida;PRENOC2;2,0;21,5
11;1111;C11;Ida;PTA1;7,5;10,9
11;1111;C11;Ida;PTA2;7,0;14,5
11;1111;C11;Ida;TNOC;5,0;21,6
11;1111;C11;Ida;TPMA;7,3;15,0
11;1111;C11;Ret;FPMA;0,0;0,0
11;1111;C11;Ret;FPNOC;0,0;0,0
11;1111;C11;Ret;FPTA;0,0;0,0
11;1111;C11;Ret;NOC;0,0;0,0
11;1111;C11;Ret;PMA;0,0;0,0
11;1111;C11;Ret;PMD;0,0;0,0
11;1111;C11;Ret;PRENOC1;0,0;0,0
11;1111;C11;Ret;PRENOC2;0,0;0,0
11;1111;C11;Ret;PTA1;0,0;0,0
11;1111;C11;Ret;PTA2;0,0;0,0
11;1111;C11;Ret;TNOC;0,0;0,0
11;1111;C11;Ret;TPMA;0,0;0,0
11;1113;C13;Ida;FPMA;4,7;18,3
11;1113;C13;Ida;FPNOC;3,3;22,1
11;1113;C13;Ida;FPTA;4,4;14,7
11;1113;C13;Ida;NOC;0,0;0,0
11;1113;C13;Ida;PMA;6,0;15,0
11;1113;C13;Ida;PMD;4,0;16,8
11;1113;C13;Ida;PRENOC1;0,0;0,0
11;1113;C13;Ida;PRENOC2;1,5;24,7
11;1113;C13;Ida;PTA1;5,0;14,2
11;1113;C13;Ida;PTA2;5,0;18,2
11;1113;C13;Ida;TNOC;3,0;18,7
11;1113;C13;Ida;TPMA;5,3;17,6
11;1113;C13;Ret;FPMA;0,0;0,0
11;1113;C13;Ret;FPNOC;0,0;0,0
11;1113;C13;Ret;FPTA;0,0;0,0
11;1113;C13;Ret;NOC;0,0;0,0
11;1113;C13;Ret;PMA;0,0;0,0
11;1113;C13;Ret;PMD;0,0;0,0
11;1113;C13;Ret;PRENOC1;0,0;0,0
11;1113;C13;Ret;PRENOC2;0,0;0,0
11;1113;C13;Ret;PTA1;0,0;0,0
11;1113;C13;Ret;PTA2;0,0;0,0
11;1113;C13;Ret;TNOC;0,0;0,0
11;1113;C13;Ret;TPMA;0,0;0,0
11;1114;C14;Ida;FPMA;9,3;23,9
11;1114;C14;Ida;FPNOC;6,0;28,8
11;1114;C14;Ida;FPTA;8,8;22,3
11;1114;C14;Ida;NOC;0,0;0,0
11;1114;C14;Ida;PMA;12,7;21,1
11;1114;C14;Ida;PMD;8,7;22,2
11;1114;C14;Ida;PRENOC1;0,0;0,0
11;1114;C14;Ida;PRENOC2;2,5;31,5
11;1114;C14;Ida;PTA1;8,5;19,1
11;1114;C14;Ida;PTA2;8,0;22,3
11;1114;C14;Ida;TNOC;6,0;28,8
11;1114;C14;Ida;TPMA;12,0;21,8
11;1114;C14;Ret;FPMA;9,3;23,1
11;1114;C14;Ret;FPNOC;6,0;26,4
11;1114;C14;Ret;FPTA;8,8;19,9
11;1114;C14;Ret;NOC;0,0;0,0
11;1114;C14;Ret;PMA;10,0;19,8
11;1114;C14;Ret;PMD;9,3;20,9
11;1114;C14;Ret;PRENOC1;2,0;33,2
11;1114;C14;Ret;PRENOC2;2,5;29,9
11;1114;C14;Ret;PTA1;10,5;16,5
11;1114;C14;Ret;PTA2;8,0;21,9
11;1114;C14;Ret;TNOC;6,0;29,9
11;1114;C14;Ret;TPMA;9,3;19,6
11;1115;C15;Ida;FPMA;6,0;16,6
11;1115;C15;Ida;FPNOC;4,7;20,4
11;1115;C15;Ida;FPTA;5,6;14,6
11;1115;C15;Ida;NOC;0,0;0,0
11;1115;C15;Ida;PMA;7,3;14,1
11;1115;C15;Ida;PMD;6,0;15,2
11;1115;C15;Ida;PRENOC1;0,0;0,0
11;1115;C15;Ida;PRENOC2;1,5;24,0
11;1115;C15;Ida;PTA1;6,0;12,1
11;1115;C15;Ida;PTA2;5,0;15,3
11;1115;C15;Ida;TNOC;3,0;21,5
11;1115;C15;Ida;TPMA;6,7;15,5
11;1115;C15;Ret;FPMA;0,0;0,0
11;1115;C15;Ret;FPNOC;0,0;0,0
11;1115;C15;Ret;FPTA;0,0;0,0
11;1115;C15;Ret;NOC;0,0;0,0
11;1115;C15;Ret;PMA;0,0;0,0
11;1115;C15;Ret;PMD;0,0;0,0
11;1115;C15;Ret;PRENOC1;0,0;0,0
11;1115;C15;Ret;PRENOC2;0,0;0,0
11;1115;C15;Ret;PTA1;0,0;0,0
11;1115;C15;Ret;PTA2;0,0;0,0
11;1115;C15;Ret;TNOC;0,0;0,0
11;1115;C15;Ret;TPMA;0,0;0,0
11;1116;C16;Ida;FPMA;6,0;18,5
11;1116;C16;Ida;FPNOC;6,0;22,9
11;1116;C16;Ida;FPTA;6,4;16,4
11;1116;C16;Ida;NOC;0,0;0,0
11;1116;C16;Ida;PMA;6,7;14,6
11;1116;C16;Ida;PMD;6,0;17,4
11;1116;C16;Ida;PRENOC1;0,0;0,0
11;1116;C16;Ida;PRENOC2;1,5;26,2
11;1116;C16;Ida;PTA1;6,0;14,8
11;1116;C16;Ida;PTA2;6,0;18,0
11;1116;C16;Ida;TNOC;5,0;21,5
11;1116;C16;Ida;TPMA;7,3;15,9
11;1116;C16;Ret;FPMA;6,3;18,6
11;1116;C16;Ret;FPNOC;6,0;22,1
11;1116;C16;Ret;FPTA;6,0;15,7
11;1116;C16;Ret;NOC;0,0;0,0
11;1116;C16;Ret;PMA;6,7;15,7
11;1116;C16;Ret;PMD;6,0;17,2
11;1116;C16;Ret;PRENOC1;0,0;0,0
11;1116;C16;Ret;PRENOC2;2,5;25,9
11;1116;C16;Ret;PTA1;6,5;13,3
11;1116;C16;Ret;PTA2;6,5;17,9
11;1116;C16;Ret;TNOC;5,0;22,8
11;1116;C16;Ret;TPMA;6,0;17,6
11;1117;C17;Ida;FPMA;2,0;20,0
11;1117;C17;Ida;FPNOC;2,0;23,0
11;1117;C17;Ida;FPTA;2,0;20,8
11;1117;C17;Ida;NOC;0,0;0,0
11;1117;C17;Ida;PMA;3,3;16,3
11;1117;C17;Ida;PMD;2,0;20,5
11;1117;C17;Ida;PRENOC1;0,0;0,0
11;1117;C17;Ida;PRENOC2;1,5;22,6
11;1117;C17;Ida;PTA1;3,0;19,8
11;1117;C17;Ida;PTA2;2,5;20,3
11;1117;C17;Ida;TNOC;3,0;21,3
11;1117;C17;Ida;TPMA;2,7;18,1
11;1117;C17;Ret;FPMA;2,0;21,6
11;1117;C17;Ret;FPNOC;2,0;20,9
11;1117;C17;Ret;FPTA;2,0;19,3
11;1117;C17;Ret;NOC;0,0;0,0
11;1117;C17;Ret;PMA;3,3;20,0
11;1117;C17;Ret;PMD;2,0;20,9
11;1117;C17;Ret;PRENOC1;0,0;0,0
11;1117;C17;Ret;PRENOC2;1,5;21,7
11;1117;C17;Ret;PTA1;3,0;17,1
11;1117;C17;Ret;PTA2;2,5;18,8
11;1117;C17;Ret;TNOC;3,0;22,2
11;1117;C17;Ret;TPMA;2,7;21,1
11;1119;C19;Ida;FPMA;5,7;18,5
11;1119;C19;Ida;FPNOC;3,3;22,5
11;1119;C19;Ida;FPTA;4,8;17,3
11;1119;C19;Ida;NOC;0,0;0,0
11;1119;C19;Ida;PMA;6,7;15,6
11;1119;C19;Ida;PMD;5,3;17,6
11;1119;C19;Ida;PRENOC1;0,0;0,0
11;1119;C19;Ida;PRENOC2;1,5;24,9
11;1119;C19;Ida;PTA1;6,0;15,7
11;1119;C19;Ida;PTA2;5,0;18,5
11;1119;C19;Ida;TNOC;3,0;24,4
11;1119;C19;Ida;TPMA;6,7;16,5
11;1119;C19;Ret;FPMA;5,7;18,8
11;1119;C19;Ret;FPNOC;4,7;21,3
11;1119;C19;Ret;FPTA;4,8;16,5
11;1119;C19;Ret;NOC;0,0;0,0
11;1119;C19;Ret;PMA;5,3;16,5
11;1119;C19;Ret;PMD;5,3;17,3
11;1119;C19;Ret;PRENOC1;0,0;0,0
11;1119;C19;Ret;PRENOC2;1,5;24,6
11;1119;C19;Ret;PTA1;6,0;14,4
11;1119;C19;Ret;PTA2;5,0;17,8
11;1119;C19;Ret;TNOC;3,0;24,8
11;1119;C19;Ret;TPMA;6,0;17,4
11;1120;C20;Ida;FPMA;13,0;13,4
11;1120;C20;Ida;FPNOC;10,0;14,6
11;1120;C20;Ida;FPTA;12,4;11,3
11;1120;C20;Ida;NOC;0,0;0,0
11;1120;C20;Ida;PMA;8,7;13,2
11;1120;C20;Ida;PMD;12,7;11,8
11;1120;C20;Ida;PRENOC1;0,0;0,0
11;1120;C20;Ida;PRENOC2;3,0;17,8
11;1120;C20;Ida;PTA1;12,0;8,4
11;1120;C20;Ida;PTA2;9,0;9,7
11;1120;C20;Ida;TNOC;2,0;17,6
11;1120;C20;Ida;TPMA;11,3;11,8
11;1120;C20;Ret;FPMA;0,0;0,0
11;1120;C20;Ret;FPNOC;0,0;0,0
11;1120;C20;Ret;FPTA;0,0;0,0
11;1120;C20;Ret;NOC;0,0;0,0
11;1120;C20;Ret;PMA;0,0;0,0
11;1120;C20;Ret;PMD;0,0;0,0
11;1120;C20;Ret;PRENOC1;0,0;0,0
11;1120;C20;Ret;PRENOC2;0,0;0,0
11;1120;C20;Ret;PTA1;0,0;0,0
11;1120;C20;Ret;PTA2;0,0;0,0
11;1120;C20;Ret;TNOC;0,0;0,0
11;1120;C20;Ret;TPMA;0,0;0,0
11;1121;B11;Ida;FPMA;4,7;18,1
11;1121;B11;Ida;FPNOC;3,3;18,6
11;1121;B11;Ida;FPTA;4,8;15,9
11;1121;B11;Ida;NOC;0,0;0,0
11;1121;B11;Ida;PMA;4,7;15,4
11;1121;B11;Ida;PMD;5,3;17,3
11;1121;B11;Ida;PRENOC1;0,0;0,0
11;1121;B11;Ida;PRENOC2;1,5;21,3
11;1121;B11;Ida;PTA1;5,0;12,7
11;1121;B11;Ida;PTA2;4,5;15,7
11;1121;B11;Ida;TNOC;3,0;18,6
11;1121;B11;Ida;TPMA;4,7;17,4
11;1121;B11;Ret;FPMA;4,3;18,3
11;1121;B11;Ret;FPNOC;3,3;20,9
11;1121;B11;Ret;FPTA;4,8;16,9
11;1121;B11;Ret;NOC;0,4;21,3
11;1121;B11;Ret;PMA;5,3;13,8
11;1121;B11;Ret;PMD;5,3;17,7
11;1121;B11;Ret;PRENOC1;0,0;0,0
11;1121;B11;Ret;PRENOC2;1,0;22,2
11;1121;B11;Ret;PTA1;5,0;14,6
11;1121;B11;Ret;PTA2;4,0;17,2
11;1121;B11;Ret;TNOC;5,0;19,1
11;1121;B11;Ret;TPMA;4,7;17,4
11;1122;B12;Ida;FPMA;5,0;20,0
11;1122;B12;Ida;FPNOC;4,0;20,2
11;1122;B12;Ida;FPTA;4,8;17,1
11;1122;B12;Ida;NOC;0,0;0,0
11;1122;B12;Ida;PMA;5,3;16,8
11;1122;B12;Ida;PMD;5,3;18,8
11;1122;B12;Ida;PRENOC1;0,0;0,0
11;1122;B12;Ida;PRENOC2;3,0;23,9
11;1122;B12;Ida;PTA1;5,5;14,7
11;1122;B12;Ida;PTA2;5,0;17,4
11;1122;B12;Ida;TNOC;5,0;19,5
11;1122;B12;Ida;TPMA;4,7;20,2
11;1122;B12;Ret;FPMA;5,0;20,2
11;1122;B12;Ret;FPNOC;4,0;22,6
11;1122;B12;Ret;FPTA;4,8;17,9
11;1122;B12;Ret;NOC;0,2;24,4
11;1122;B12;Ret;PMA;6,0;14,4
11;1122;B12;Ret;PMD;5,3;18,5
11;1122;B12;Ret;PRENOC1;0,0;0,0
11;1122;B12;Ret;PRENOC2;1,5;25,3
11;1122;B12;Ret;PTA1;5,0;14,6
11;1122;B12;Ret;PTA2;5,0;19,1
11;1122;B12;Ret;TNOC;5,0;19,8
11;1122;B12;Ret;TPMA;4,7;18,9
11;1125;B05;Ida;FPMA;5,0;19,6
11;1125;B05;Ida;FPNOC;4,7;20,7
11;1125;B05;Ida;FPTA;4,8;18,3
11;1125;B05;Ida;NOC;0,0;0,0
11;1125;B05;Ida;PMA;6,0;16,2
11;1125;B05;Ida;PMD;5,3;19,2
11;1125;B05;Ida;PRENOC1;0,0;0,0
11;1125;B05;Ida;PRENOC2;1,5;22,3
11;1125;B05;Ida;PTA1;6,0;14,7
11;1125;B05;Ida;PTA2;5,0;17,8
11;1125;B05;Ida;TNOC;5,0;23,8
11;1125;B05;Ida;TPMA;5,3;17,6
11;1125;B05;Ret;FPMA;5,0;18,8
11;1125;B05;Ret;FPNOC;4,7;23,0
11;1125;B05;Ret;FPTA;4,8;17,5
11;1125;B05;Ret;NOC;0,0;0,0
11;1125;B05;Ret;PMA;6,0;14,6
11;1125;B05;Ret;PMD;5,3;17,7
11;1125;B05;Ret;PRENOC1;0,0;0,0
11;1125;B05;Ret;PRENOC2;1,5;26,7
11;1125;B05;Ret;PTA1;6,0;12,1
11;1125;B05;Ret;PTA2;5,0;16,4
11;1125;B05;Ret;TNOC;5,0;20,1
11;1125;B05;Ret;TPMA;5,3;16,9
11;1126;B06;Ida;FPMA;5,0;17,8
11;1126;B06;Ida;FPNOC;4,0;17,9
11;1126;B06;Ida;FPTA;5,2;15,1
11;1126;B06;Ida;NOC;0,0;0,0
11;1126;B06;Ida;PMA;5,3;14,6
11;1126;B06;Ida;PMD;4,7;16,2
11;1126;B06;Ida;PRENOC1;0,0;0,0
11;1126;B06;Ida;PRENOC2;2,5;20,1
11;1126;B06;Ida;PTA1;6,0;12,5
11;1126;B06;Ida;PTA2;5,0;15,2
11;1126;B06;Ida;TNOC;6,0;19,8
11;1126;B06;Ida;TPMA;5,3;17,3
11;1126;B06;Ret;FPMA;5,0;17,3
11;1126;B06;Ret;FPNOC;4,0;18,9
11;1126;B06;Ret;FPTA;5,2;15,7
11;1126;B06;Ret;NOC;0,4;20,9
11;1126;B06;Ret;PMA;6,0;12,3
11;1126;B06;Ret;PMD;4,7;16,5
11;1126;B06;Ret;PRENOC1;0,0;0,0
11;1126;B06;Ret;PRENOC2;2,0;21,4
11;1126;B06;Ret;PTA1;6,0;13,1
11;1126;B06;Ret;PTA2;5,0;15,7
11;1126;B06;Ret;TNOC;6,0;17,3
11;1126;B06;Ret;TPMA;5,3;15,9
11;1127;C27;Ida;FPMA;5,7;18,2
11;1127;C27;Ida;FPNOC;4,7;22,1
11;1127;C27;Ida;FPTA;5,2;16,3
11;1127;C27;Ida;NOC;0,0;0,0
11;1127;C27;Ida;PMA;6,7;14,5
11;1127;C27;Ida;PMD;5,3;17,2
11;1127;C27;Ida;PRENOC1;0,0;0,0
11;1127;C27;Ida;PRENOC2;1,5;24,8
11;1127;C27;Ida;PTA1;6,5;14,5
11;1127;C27;Ida;PTA2;5,0;17,7
11;1127;C27;Ida;TNOC;4,0;22,8
11;1127;C27;Ida;TPMA;6,0;16,7
11;1127;C27;Ret;FPMA;0,0;0,0
11;1127;C27;Ret;FPNOC;0,0;0,0
11;1127;C27;Ret;FPTA;0,0;0,0
11;1127;C27;Ret;NOC;0,0;0,0
11;1127;C27;Ret;PMA;0,0;0,0
11;1127;C27;Ret;PMD;0,0;0,0
11;1127;C27;Ret;PRENOC1;0,0;0,0
11;1127;C27;Ret;PRENOC2;0,0;0,0
11;1127;C27;Ret;PTA1;0,0;0,0
11;1127;C27;Ret;PTA2;0,0;0,0
11;1127;C27;Ret;TNOC;0,0;0,0
11;1127;C27;Ret;TPMA;0,0;0,0
11;1128;C28;Ida;FPMA;6,0;20,7
11;1128;C28;Ida;FPNOC;4,7;25,4
11;1128;C28;Ida;FPTA;6,0;19,2
11;1128;C28;Ida;NOC;0,2;31,1
11;1128;C28;Ida;PMA;8,7;18,0
11;1128;C28;Ida;PMD;6,0;19,6
11;1128;C28;Ida;PRENOC1;0,0;0,0
11;1128;C28;Ida;PRENOC2;4,0;29,4
11;1128;C28;Ida;PTA1;6,5;17,8
11;1128;C28;Ida;PTA2;6,5;21,0
11;1128;C28;Ida;TNOC;6,0;26,1
11;1128;C28;Ida;TPMA;8,0;19,2
11;1128;C28;Ret;FPMA;6,0;20,4
11;1128;C28;Ret;FPNOC;4,7;24,4
11;1128;C28;Ret;FPTA;6,0;18,2
11;1128;C28;Ret;NOC;0,2;29,4
11;1128;C28;Ret;PMA;6,0;18,0
11;1128;C28;Ret;PMD;6,0;19,3
11;1128;C28;Ret;PRENOC1;2,0;32,8
11;1128;C28;Ret;PRENOC2;4,0;28,8
11;1128;C28;Ret;PTA1;8,5;17,2
11;1128;C28;Ret;PTA2;7,0;20,9
11;1128;C28;Ret;TNOC;4,0;26,8
11;1128;C28;Ret;TPMA;6,0;20,0
11;1132;C22;Ida;FPMA;3,3;20,8
11;1132;C22;Ida;FPNOC;3,3;23,4
11;1132;C22;Ida;FPTA;2,8;18,8
11;1132;C22;Ida;NOC;0,0;0,0
11;1132;C22;Ida;PMA;6,0;17,3
11;1132;C22;Ida;PMD;3,3;18,8
11;1132;C22;Ida;PRENOC1;0,0;0,0
11;1132;C22;Ida;PRENOC2;1,0;25,1
11;1132;C22;Ida;PTA1;5,0;17,3
11;1132;C22;Ida;PTA2;5,0;17,8
11;1132;C22;Ida;TNOC;4,0;25,0
11;1132;C22;Ida;TPMA;5,3;17,7
11;1132;C22;Ret;FPMA;3,0;22,5
11;1132;C22;Ret;FPNOC;3,3;24,2
11;1132;C22;Ret;FPTA;3,2;18,9
11;1132;C22;Ret;NOC;0,0;0,0
11;1132;C22;Ret;PMA;6,0;19,7
11;1132;C22;Ret;PMD;3,3;21,0
11;1132;C22;Ret;PRENOC1;0,0;0,0
11;1132;C22;Ret;PRENOC2;1,0;25,8
11;1132;C22;Ret;PTA1;5,0;16,9
11;1132;C22;Ret;PTA2;5,0;20,3
11;1132;C22;Ret;TNOC;4,0;27,1
11;1132;C22;Ret;TPMA;5,3;16,7
11;1135;B15;Ida;FPMA;5,0;15,6
11;1135;B15;Ida;FPNOC;3,3;19,2
11;1135;B15;Ida;FPTA;4,8;14,4
11;1135;B15;Ida;NOC;0,2;21,3
11;1135;B15;Ida;PMA;5,3;13,2
11;1135;B15;Ida;PMD;5,3;15,1
11;1135;B15;Ida;PRENOC1;0,0;0,0
11;1135;B15;Ida;PRENOC2;1,5;22,3
11;1135;B15;Ida;PTA1;5,0;13,3
11;1135;B15;Ida;PTA2;5,0;16,2
11;1135;B15;Ida;TNOC;3,0;18,2
11;1135;B15;Ida;TPMA;4,7;15,1
11;1135;B15;Ret;FPMA;0,0;0,0
11;1135;B15;Ret;FPNOC;0,0;0,0
11;1135;B15;Ret;FPTA;0,0;0,0
11;1135;B15;Ret;NOC;0,0;0,0
11;1135;B15;Ret;PMA;0,0;0,0
11;1135;B15;Ret;PMD;0,0;0,0
11;1135;B15;Ret;PRENOC1;0,0;0,0
11;1135;B15;Ret;PRENOC2;0,0;0,0
11;1135;B15;Ret;PTA1;0,0;0,0
11;1135;B15;Ret;PTA2;0,0;0,0
11;1135;B15;Ret;TNOC;0,0;0,0
11;1135;B15;Ret;TPMA;0,0;0,0
11;1137;C37;Ida;FPMA;0,0;0,0
11;1137;C37;Ida;FPNOC;0,0;0,0
11;1137;C37;Ida;FPTA;0,0;0,0
11;1137;C37;Ida;NOC;0,0;0,0
11;1137;C37;Ida;PMA;0,0;0,0
11;1137;C37;Ida;PMD;0,0;0,0
11;1137;C37;Ida;PRENOC1;0,0;0,0
11;1137;C37;Ida;PRENOC2;0,0;0,0
11;1137;C37;Ida;PTA1;0,0;0,0
11;1137;C37;Ida;PTA2;0,0;0,0
11;1137;C37;Ida;TNOC;0,0;0,0
11;1137;C37;Ida;TPMA;0,0;0,0
11;1137;C37;Ret;FPMA;5,0;19,5
11;1137;C37;Ret;FPNOC;4,0;23,0
11;1137;C37;Ret;FPTA;5,2;17,4
11;1137;C37;Ret;NOC;0,0;0,0
