UN;Codigo;Servicio;Sentido;Periodo;Frecuencia_buses_hr;Velocidad_kmh
4;440;G22;Ret;NOC;0,0;0,0
4;440;G22;Ret;PMA;13,3;14,8
4;440;G22;Ret;PMD;8,7;16,0
4;440;G22;Ret;PRENOC1;0,0;0,0
4;440;G22;Ret;PRENOC2;5,5;23,4
4;440;G22;Ret;PTA1;11,0;13,2
4;440;G22;Ret;PTA2;12,5;16,4
4;440;G22;Ret;TNOC;10,0;21,5
4;440;G22;Ret;TPMA;8,0;17,4
4;459;G39;Ida;FPMA;5,0;17,7
4;459;G39;Ida;FPNOC;5,3;22,1
4;459;G39;Ida;FPTA;5,2;15,4
4;459;G39;Ida;NOC;0,0;0,0
4;459;G39;Ida;PMA;6,0;15,6
4;459;G39;Ida;PMD;4,7;17,3
4;459;G39;Ida;PRENOC1;0,0;0,0
4;459;G39;Ida;PRENOC2;3,0;25,1
4;459;G39;Ida;PTA1;5,5;13,7
4;459;G39;Ida;PTA2;6,0;18,4
4;459;G39;Ida;TNOC;5,0;15,8
4;459;G39;Ida;TPMA;6,0;18,0
4;459;G39;Ret;FPMA;0,0;0,0
4;459;G39;Ret;FPNOC;0,0;0,0
4;459;G39;Ret;FPTA;0,0;0,0
4;459;G39;Ret;NOC;0,0;0,0
4;459;G39;Ret;PMA;0,0;0,0
4;459;G39;Ret;PMD;0,0;0,0
4;459;G39;Ret;PRENOC1;0,0;0,0
4;459;G39;Ret;PRENOC2;0,0;0,0
4;459;G39;Ret;PTA1;0,0;0,0
4;459;G39;Ret;PTA2;0,0;0,0
4;459;G39;Ret;TNOC;0,0;0,0
4;459;G39;Ret;TPMA;0,0;0,0
4;464;G04;Ida;FPMA;7,3;16,9
4;464;G04;Ida;FPNOC;8,7;16,4
4;464;G04;Ida;FPTA;8,8;14,9
4;464;G04;Ida;NOC;0,0;0,0
4;464;G04;Ida;PMA;10,7;15,9
4;464;G04;Ida;PMD;9,3;15,4
4;464;G04;Ida;PRENOC1;1,0;25,7
4;464;G04;Ida;PRENOC2;6,0;19,5
4;464;G04;Ida;PTA1;10,5;13,9
4;464;G04;Ida;PTA2;12,0;13,9
4;464;G04;Ida;TNOC;5,0;20,1
4;464;G04;Ida;TPMA;9,3;16,4
4;464;G04;Ret;FPMA;7,7;16,4
4;464;G04;Ret;FPNOC;5,3;19,2
4;464;G04;Ret;FPTA;9,2;15,4
4;464;G04;Ret;NOC;0,7;17,4
4;464;G04;Ret;PMA;14,0;13,5
4;464;G04;Ret;PMD;8,7;16,0
4;464;G04;Ret;PRENOC1;0,0;0,0
4;464;G04;Ret;PRENOC2;4,0;22,7
4;464;G04;Ret;PTA1;10,5;14,5
4;464;G04;Ret;PTA2;12,0;16,1
4;464;G04;Ret;TNOC;13,0;17,0
4;464;G04;Ret;TPMA;12,7;14,6
4;465;G05;Ida;FPMA;5,0;17,8
4;465;G05;Ida;FPNOC;5,3;21,2
4;465;G05;Ida;FPTA;6,4;16,8
4;465;G05;Ida;NOC;0,9;22,2
4;465;G05;Ida;PMA;10,7;15,2
4;465;G05;Ida;PMD;5,3;17,0
4;465;G05;Ida;PRENOC1;0,0;0,0
4;465;G05;Ida;PRENOC2;2,0;23,3
4;465;G05;Ida;PTA1;8,0;15,5
4;465;G05;Ida;PTA2;8,0;18,3
4;465;G05;Ida;TNOC;10,0;19,1
4;465;G05;Ida;TPMA;9,3;17,0
4;465;G05;Ret;FPMA;5,0;18,2
4;465;G05;Ret;FPNOC;5,3;18,6
4;465;G05;Ret;FPTA;6,8;16,3
4;465;G05;Ret;NOC;0,0;0,0
4;465;G05;Ret;PMA;9,3;16,7
4;465;G05;Ret;PMD;5,3;16,9
4;465;G05;Ret;PRENOC1;0,0;0,0
4;465;G05;Ret;PRENOC2;4,0;23,0
4;465;G05;Ret;PTA1;8,0;13,9
4;465;G05;Ret;PTA2;8,0;15,6
4;465;G05;Ret;TNOC;6,0;21,2
4;465;G05;Ret;TPMA;8,0;17,5
4;469;G09;Ida;FPMA;5,0;16,3
4;469;G09;Ida;FPNOC;5,3;20,2
4;469;G09;Ida;FPTA;5,2;15,6
4;469;G09;Ida;NOC;1,1;21,9
4;469;G09;Ida;PMA;8,0;14,9
4;469;G09;Ida;PMD;5,3;15,9
4;469;G09;Ida;PRENOC1;0,0;0,0
4;469;G09;Ida;PRENOC2;2,0;22,6
4;469;G09;Ida;PTA1;6,0;13,8
4;469;G09;Ida;PTA2;6,0;17,1
4;469;G09;Ida;TNOC;6,0;18,8
4;469;G09;Ida;TPMA;6,0;16,5
4;469;G09;Ret;FPMA;0,0;0,0
4;469;G09;Ret;FPNOC;0,0;0,0
4;469;G09;Ret;FPTA;0,0;0,0
4;469;G09;Ret;NOC;0,0;0,0
4;469;G09;Ret;PMA;0,0;0,0
4;469;G09;Ret;PMD;0,0;0,0
4;469;G09;Ret;PRENOC1;0,0;0,0
4;469;G09;Ret;PRENOC2;0,0;0,0
4;469;G09;Ret;PTA1;0,0;0,0
4;469;G09;Ret;PTA2;0,0;0,0
4;469;G09;Ret;TNOC;0,0;0,0
4;469;G09;Ret;TPMA;0,0;0,0
4;470;G35;Ida;FPMA;5,0;19,0
4;470;G35;Ida;FPNOC;4,7;21,0
4;470;G35;Ida;FPTA;4,8;17,3
4;470;G35;Ida;NOC;0,0;0,0
4;470;G35;Ida;PMA;6,7;16,3
4;470;G35;Ida;PMD;4,7;18,2
4;470;G35;Ida;PRENOC1;0,0;0,0
4;470;G35;Ida;PRENOC2;2,0;23,2
4;470;G35;Ida;PTA1;6,0;15,0
4;470;G35;Ida;PTA2;6,0;18,0
4;470;G35;Ida;TNOC;5,0;19,6
4;470;G35;Ida;TPMA;4,7;18,2
4;470;G35;Ret;FPMA;0,0;0,0
4;470;G35;Ret;FPNOC;0,0;0,0
4;470;G35;Ret;FPTA;0,0;0,0
4;470;G35;Ret;NOC;0,0;0,0
4;470;G35;Ret;PMA;0,0;0,0
4;470;G35;Ret;PMD;0,0;0,0
4;470;G35;Ret;PRENOC1;0,0;0,0
4;470;G35;Ret;PRENOC2;0,0;0,0
4;470;G35;Ret;PTA1;0,0;0,0
4;470;G35;Ret;PTA2;0,0;0,0
4;470;G35;Ret;TNOC;0,0;0,0
4;470;G35;Ret;TPMA;0,0;0,0
4;471;G11;Ida;FPMA;6,0;17,3
4;471;G11;Ida;FPNOC;5,3;19,0
4;471;G11;Ida;FPTA;6,4;15,9
4;471;G11;Ida;NOC;0,7;22,0
4;471;G11;Ida;PMA;8,7;15,9
4;471;G11;Ida;PMD;6,0;16,6
4;471;G11;Ida;PRENOC1;2,0;25,3
4;471;G11;Ida;PRENOC2;3,5;22,4
4;471;G11;Ida;PTA1;7,5;14,3
4;471;G11;Ida;PTA2;8,0;15,8
4;471;G11;Ida;TNOC;7,0;20,6
4;471;G11;Ida;TPMA;6,7;16,8
4;471;G11;Ret;FPMA;0,0;0,0
4;471;G11;Ret;FPNOC;0,0;0,0
4;471;G11;Ret;FPTA;0,0;0,0
4;471;G11;Ret;NOC;0,0;0,0
4;471;G11;Ret;PMA;0,0;0,0
4;471;G11;Ret;PMD;0,0;0,0
4;471;G11;Ret;PRENOC1;0,0;0,0
4;471;G11;Ret;PRENOC2;0,0;0,0
4;471;G11;Ret;PTA1;0,0;0,0
4;471;G11;Ret;PTA2;0,0;0,0
4;471;G11;Ret;TNOC;0,0;0,0
4;471;G11;Ret;TPMA;0,0;0,0
4;472;G12;Ida;FPMA;5,0;20,7
4;472;G12;Ida;FPNOC;4,7;23,5
4;472;G12;Ida;FPTA;4,8;19,5
4;472;G12;Ida;NOC;0,0;0,0
4;472;G12;Ida;PMA;5,3;19,4
4;472;G12;Ida;PMD;5,3;20,1
4;472;G12;Ida;PRENOC1;0,0;0,0
4;472;G12;Ida;PRENOC2;4,0;26,3
4;472;G12;Ida;PTA1;5,0;15,1
4;472;G12;Ida;PTA2;5,5;19,7
4;472;G12;Ida;TNOC;5,0;23,2
4;472;G12;Ida;TPMA;4,7;19,5
4;472;G12;Ret;FPMA;5,0;18,5
4;472;G12;Ret;FPNOC;4,7;21,1
4;472;G12;Ret;FPTA;4,8;17,1
4;472;G12;Ret;NOC;0,0;0,0
4;472;G12;Ret;PMA;5,3;17,1
4;472;G12;Ret;PMD;5,3;17,7
4;472;G12;Ret;PRENOC1;0,0;0,0
4;472;G12;Ret;PRENOC2;4,0;23,9
4;472;G12;Ret;PTA1;5,0;15,8
4;472;G12;Ret;PTA2;5,5;18,3
4;472;G12;Ret;TNOC;5,0;21,0
4;472;G12;Ret;TPMA;4,7;17,7
4;473;G13;Ida;FPMA;7,7;17,7
4;473;G13;Ida;FPNOC;7,3;18,2
4;473;G13;Ida;FPTA;8,8;15,9
4;473;G13;Ida;NOC;0,0;0,0
4;473;G13;Ida;PMA;11,3;16,2
4;473;G13;Ida;PMD;7,3;16,5
4;473;G13;Ida;PRENOC1;0,0;0,0
4;473;G13;Ida;PRENOC2;5,0;21,4
4;473;G13;Ida;PTA1;10,0;14,4
4;473;G13;Ida;PTA2;13,0;15,8
4;473;G13;Ida;TNOC;7,0;20,8
4;473;G13;Ida;TPMA;10,7;17,0
4;473;G13;Ret;FPMA;8,3;16,7
4;473;G13;Ret;FPNOC;7,3;19,5
4;473;G13;Ret;FPTA;8,8;15,7
4;473;G13;Ret;NOC;0,0;0,0
4;473;G13;Ret;PMA;12,7;14,7
4;473;G13;Ret;PMD;8,0;16,1
4;473;G13;Ret;PRENOC1;0,0;0,0
4;473;G13;Ret;PRENOC2;3,0;21,8
4;473;G13;Ret;PTA1;10,0;14,8
4;473;G13;Ret;PTA2;13,0;17,1
4;473;G13;Ret;TNOC;14,0;17,8
4;473;G13;Ret;TPMA;12,7;16,1
4;474;G01;Ida;FPMA;6,0;18,5
4;474;G01;Ida;FPNOC;5,3;20,5
4;474;G01;Ida;FPTA;6,0;17,2
4;474;G01;Ida;NOC;0,0;0,0
4;474;G01;Ida;PMA;6,7;16,9
4;474;G01;Ida;PMD;6,0;17,5
4;474;G01;Ida;PRENOC1;2,0;27,4
4;474;G01;Ida;PRENOC2;4,0;23,9
4;474;G01;Ida;PTA1;6,0;15,0
4;474;G01;Ida;PTA2;6,0;16,9
4;474;G01;Ida;TNOC;6,0;20,7
4;474;G01;Ida;TPMA;6,0;17,9
4;474;G01;Ret;FPMA;6,0;18,0
4;474;G01;Ret;FPNOC;5,3;20,1
4;474;G01;Ret;FPTA;6,0;17,0
4;474;G01;Ret;NOC;0,0;0,0
4;474;G01;Ret;PMA;6,7;15,8
4;474;G01;Ret;PMD;6,0;17,0
4;474;G01;Ret;PRENOC1;2,0;26,2
4;474;G01;Ret;PRENOC2;4,0;23,5
4;474;G01;Ret;PTA1;6,0;15,4
4;474;G01;Ret;PTA2;6,0;17,6
4;474;G01;Ret;TNOC;6,0;19,0
4;474;G01;Ret;TPMA;6,0;17,2
4;475;G15;Ida;FPMA;6,0;18,3
4;475;G15;Ida;FPNOC;5,3;19,1
4;475;G15;Ida;FPTA;6,0;15,7
4;475;G15;Ida;NOC;0,4;25,8
4;475;G15;Ida;PMA;7,3;16,5
4;475;G15;Ida;PMD;6,0;16,3
4;475;G15;Ida;PRENOC1;0,0;0,0
4;475;G15;Ida;PRENOC2;4,0;23,3
4;475;G15;Ida;PTA1;7,0;14,6
4;475;G15;Ida;PTA2;8,0;15,6
4;475;G15;Ida;TNOC;6,0;23,4
4;475;G15;Ida;TPMA;6,7;17,6
4;475;G15;Ret;FPMA;6,0;16,7
4;475;G15;Ret;FPNOC;5,3;19,7
4;475;G15;Ret;FPTA;6,4;15,7
4;475;G15;Ret;NOC;0,9;22,7
4;475;G15;Ret;PMA;7,3;13,7
4;475;G15;Ret;PMD;6,0;15,8
4;475;G15;Ret;PRENOC1;0,0;0,0
4;475;G15;Ret;PRENOC2;2,0;22,0
4;475;G15;Ret;PTA1;7,0;15,0
4;475;G15;Ret;PTA2;8,0;17,3
4;475;G15;Ret;TNOC;8,0;18,5
4;475;G15;Ret;TPMA;6,7;15,2
4;476;G16;Ida;FPMA;5,0;20,1
4;476;G16;Ida;FPNOC;6,0;20,9
4;476;G16;Ida;FPTA;6,4;17,9
4;476;G16;Ida;NOC;0,0;0,0
4;476;G16;Ida;PMA;6,0;18,4
4;476;G16;Ida;PMD;5,3;19,0
4;476;G16;Ida;PRENOC1;2,0;29,3
4;476;G16;Ida;PRENOC2;4,5;24,5
4;476;G16;Ida;PTA1;8,5;16,0
4;476;G16;Ida;PTA2;9,0;17,8
4;476;G16;Ida;TNOC;4,0;23,4
4;476;G16;Ida;TPMA;6,0;19,2
4;476;G16;Ret;FPMA;5,0;19,7
4;476;G16;Ret;FPNOC;5,3;22,7
4;476;G16;Ret;FPTA;6,0;18,4
4;476;G16;Ret;NOC;0,0;0,0
4;476;G16;Ret;PMA;10,0;16,3
4;476;G16;Ret;PMD;4,7;19,2
4;476;G16;Ret;PRENOC1;1,0;28,3
4;476;G16;Ret;PRENOC2;3,5;25,4
4;476;G16;Ret;PTA1;8,5;16,9
4;476;G16;Ret;PTA2;9,0;19,7
4;476;G16;Ret;TNOC;11,0;20,7
4;476;G16;Ret;TPMA;8,7;18,2
4;478;G18;Ida;FPMA;4,7;15,4
4;478;G18;Ida;FPNOC;4,7;18,6
4;478;G18;Ida;FPTA;5,2;14,1
4;478;G18;Ida;NOC;0,0;0,0
4;478;G18;Ida;PMA;5,3;13,4
4;478;G18;Ida;PMD;4,7;14,5
4;478;G18;Ida;PRENOC1;0,0;0,0
4;478;G18;Ida;PRENOC2;3,0;22,7
4;478;G18;Ida;PTA1;5,0;12,9
4;478;G18;Ida;PTA2;5,5;15,3
4;478;G18;Ida;TNOC;5,0;16,8
4;478;G18;Ida;TPMA;5,3;15,0
4;478;G18;Ret;FPMA;4,7;16,5
4;478;G18;Ret;FPNOC;5,3;18,2
4;478;G18;Ret;FPTA;5,2;14,7
4;478;G18;Ret;NOC;0,0;0,0
4;478;G18;Ret;PMA;6,0;14,8
4;478;G18;Ret;PMD;4,7;15,1
4;478;G18;Ret;PRENOC1;0,0;0,0
4;478;G18;Ret;PRENOC2;3,5;22,0
4;478;G18;Ret;PTA1;5,5;13,0
4;478;G18;Ret;PTA2;6,0;14,5
4;478;G18;Ret;TNOC;5,0;18,8
4;478;G18;Ret;TPMA;4,7;16,1
4;479;G27;Ida;FPMA;4,0;19,4
4;479;G27;Ida;FPNOC;4,0;25,3
4;479;G27;Ida;FPTA;4,0;18,6
4;479;G27;Ida;NOC;0,0;0,0
4;479;G27;Ida;PMA;5,3;15,7
4;479;G27;Ida;PMD;4,0;18,1
4;479;G27;Ida;PRENOC1;0,0;0,0
4;479;G27;Ida;PRENOC2;1,5;27,6
4;479;G27;Ida;PTA1;4,5;14,8
4;479;G27;Ida;PTA2;5,0;19,2
4;479;G27;Ida;TNOC;5,0;24,0
4;479;G27;Ida;TPMA;4,0;18,3
4;479;G27;Ret;FPMA;0,0;0,0
4;479;G27;Ret;FPNOC;0,0;0,0
4;479;G27;Ret;FPTA;0,0;0,0
4;479;G27;Ret;NOC;0,0;0,0
4;479;G27;Ret;PMA;0,0;0,0
4;479;G27;Ret;PMD;0,0;0,0
4;479;G27;Ret;PRENOC1;0,0;0,0
4;479;G27;Ret;PRENOC2;0,0;0,0
4;479;G27;Ret;PTA1;0,0;0,0
4;479;G27;Ret;PTA2;0,0;0,0
4;479;G27;Ret;TNOC;0,0;0,0
4;479;G27;Ret;TPMA;0,0;0,0
4;480;228;Ida;FPMA;7,3;19,1
4;480;228;Ida;FPNOC;6,7;19,6
4;480;228;Ida;FPTA;8,0;16,8
4;480;228;Ida;NOC;0,0;0,0
4;480;228;Ida;PMA;12,7;16,7
4;480;228;Ida;PMD;8,7;17,4
4;480;228;Ida;PRENOC1;0,0;0,0
4;480;228;Ida;PRENOC2;5,5;22,5
4;480;228;Ida;PTA1;7,5;15,1
4;480;228;Ida;PTA2;9,0;16,5
4;480;228;Ida;TNOC;7,0;21,9
4;480;228;Ida;TPMA;9,3;18,1
4;480;228;Ret;FPMA;7,3;17,6
4;480;228;Ret;FPNOC;6,7;19,7
4;480;228;Ret;FPTA;8,0;15,6
4;480;228;Ret;NOC;0,0;0,0
4;480;228;Ret;PMA;12,7;14,1
4;480;228;Ret;PMD;8,7;16,5
4;480;228;Ret;PRENOC1;0,0;0,0
4;480;228;Ret;PRENOC2;3,5;22,3
4;480;228;Ret;PTA1;8,0;13,4
4;480;228;Ret;PTA2;9,0;15,0
4;480;228;Ret;TNOC;13,0;18,7
4;480;228;Ret;TPMA;9,3;15,6
4;482;G32;Ida;FPMA;6,0;18,2
4;482;G32;Ida;FPNOC;4,7;20,3
4;482;G32;Ida;FPTA;6,0;15,1
4;482;G32;Ida;NOC;0,0;0,0
4;482;G32;Ida;PMA;6,7;11,3
4;482;G32;Ida;PMD;6,0;15,9
4;482;G32;Ida;PRENOC1;0,0;0,0
4;482;G32;Ida;PRENOC2;2,0;22,8
4;482;G32;Ida;PTA1;6,0;12,2
4;482;G32;Ida;PTA2;6,0;14,4
4;482;G32;Ida;TNOC;5,0;19,6
4;482;G32;Ida;TPMA;6,0;16,7
4;482;G32;Ret;FPMA;0,0;0,0
4;482;G32;Ret;FPNOC;0,0;0,0
4;482;G32;Ret;FPTA;0,0;0,0
4;482;G32;Ret;NOC;0,0;0,0
4;482;G32;Ret;PMA;0,0;0,0
4;482;G32;Ret;PMD;0,0;0,0
4;482;G32;Ret;PRENOC1;0,0;0,0
4;482;G32;Ret;PRENOC2;0,0;0,0
4;482;G32;Ret;PTA1;0,0;0,0
4;482;G32;Ret;PTA2;0,0;0,0
4;482;G32;Ret;TNOC;0,0;0,0
4;482;G32;Ret;TPMA;0,0;0,0
4;483;223;Ida;FPMA;6,0;15,3
4;483;223;Ida;FPNOC;5,3;18,6
4;483;223;Ida;FPTA;6,0;14,3
4;483;223;Ida;NOC;0,0;0,0
4;483;223;Ida;PMA;8,7;14,7
4;483;223;Ida;PMD;5,3;14,5
4;483;223;Ida;PRENOC1;3,0;25,8
4;483;223;Ida;PRENOC2;4,0;21,7
4;483;223;Ida;PTA1;7,0;13,4
4;483;223;Ida;PTA2;8,5;15,8
4;483;223;Ida;TNOC;7,0;18,6
4;483;223;Ida;TPMA;6,7;15,6
4;483;223;Ret;FPMA;6,0;13,9
4;483;223;Ret;FPNOC;5,3;19,9
4;483;223;Ret;FPTA;6,0;14,2
4;483;223;Ret;NOC;0,0;0,0
4;483;223;Ret;PMA;9,3;13,0
4;483;223;Ret;PMD;5,3;14,0
4;483;223;Ret;PRENOC1;0,0;0,0
4;483;223;Ret;PRENOC2;4,0;23,6
4;483;223;Ret;PTA1;6,5;12,5
4;483;223;Ret;PTA2;7,5;15,6
4;483;223;Ret;TNOC;7,0;16,9
4;483;223;Ret;TPMA;7,3;14,1
4;485;I35;Ida;FPMA;8,0;18,6
4;485;I35;Ida;FPNOC;8,0;19,4
4;485;I35;Ida;FPTA;9,6;15,7
4;485;I35;Ida;NOC;0,0;0,0
4;485;I35;Ida;PMA;8,0;16,0
4;485;I35;Ida;PMD;8,0;16,8
4;485;I35;Ida;PRENOC1;0,0;0,0
4;485;I35;Ida;PRENOC2;3,5;21,4
4;485;I35;Ida;PTA1;12,0;14,0
4;485;I35;Ida;PTA2;12,0;16,1
4;485;I35;Ida;TNOC;7,0;20,9
4;485;I35;Ida;TPMA;8,0;18,7
4;485;I35;Ret;FPMA;8,0;18,8
4;485;I35;Ret;FPNOC;5,3;23,2
4;485;I35;Ret;FPTA;9,2;18,6
4;485;I35;Ret;NOC;0,9;18,6
4;485;I35;Ret;PMA;12,0;12,7
4;485;I35;Ret;PMD;7,3;18,6
4;485;I35;Ret;PRENOC1;0,0;0,0
4;485;I35;Ret;PRENOC2;2,5;25,7
4;485;I35;Ret;PTA1;11,0;16,9
4;485;I35;Ret;PTA2;11,5;20,0
4;485;I35;Ret;TNOC;12,0;15,4
4;485;I35;Ret;TPMA;9,3;17,5
4;487;G07;Ida;FPMA;4,0;20,8
4;487;G07;Ida;FPNOC;4,0;24,2
4;487;G07;Ida;FPTA;4,0;19,2
4;487;G07;Ida;NOC;0,0;0,0
4;487;G07;Ida;PMA;5,3;18,1
4;487;G07;Ida;PMD;4,0;19,1
4;487;G07;Ida;PRENOC1;0,0;0,0
4;487;G07;Ida;PRENOC2;3,5;27,3
4;487;G07;Ida;PTA1;4,5;16,7
4;487;G07;Ida;PTA2;5,0;20,1
4;487;G07;Ida;TNOC;5,0;22,2
4;487;G07;Ida;TPMA;4,0;20,7
4;487;G07;Ret;FPMA;4,0;20,9
4;487;G07;Ret;FPNOC;4,0;24,6
4;487;G07;Ret;FPTA;4,0;19,7
4;487;G07;Ret;NOC;0,0;0,0
4;487;G07;Ret;PMA;5,3;17,0
4;487;G07;Ret;PMD;4,0;19,6
4;487;G07;Ret;PRENOC1;0,0;0,0
4;487;G07;Ret;PRENOC2;2,0;26,9
4;487;G07;Ret;PTA1;4,5;17,3
4;487;G07;Ret;PTA2;5,0;21,0
4;487;G07;Ret;TNOC;5,0;21,9
4;487;G07;Ret;TPMA;4,0;21,0
4;488;G08;Ida;FPMA;5,0;17,5
4;488;G08;Ida;FPNOC;5,3;21,0
4;488;G08;Ida;FPTA;6,0;16,3
4;488;G08;Ida;NOC;2,0;26,4
4;488;G08;Ida;PMA;8,0;14,9
4;488;G08;Ida;PMD;6,0;16,6
4;488;G08;Ida;PRENOC1;2,0;26,7
4;488;G08;Ida;PRENOC2;4,0;24,6
4;488;G08;Ida;PTA1;6,5;15,0
4;488;G08;Ida;PTA2;7,0;17,5
4;488;G08;Ida;TNOC;8,0;20,3
4;488;G08;Ida;TPMA;7,3;17,0
4;488;G08;Ret;FPMA;5,0;18,3
4;488;G08;Ret;FPNOC;5,3;21,1
4;488;G08;Ret;FPTA;6,0;16,8
4;488;G08;Ret;NOC;2,0;28,1
4;488;G08;Ret;PMA;8,0;16,3
4;488;G08;Ret;PMD;6,0;17,1
4;488;G08;Ret;PRENOC1;2,0;27,2
4;488;G08;Ret;PRENOC2;4,0;24,8
4;488;G08;Ret;PTA1;6,5;14,8
4;488;G08;Ret;PTA2;7,0;17,2
4;488;G08;Ret;TNOC;7,0;22,2
4;488;G08;Ret;TPMA;6,0;18,4
4;489;I39;Ida;FPMA;2,0;18,8
4;489;I39;Ida;FPNOC;2,0;22,1
4;489;I39;Ida;FPTA;2,0;17,1
4;489;I39;Ida;NOC;0,0;0,0
4;489;I39;Ida;PMA;2,0;16,5
4;489;I39;Ida;PMD;2,0;17,6
4;489;I39;Ida;PRENOC1;0,0;0,0
4;489;I39;Ida;PRENOC2;1,0;24,6
4;489;I39;Ida;PTA1;2,0;15,2
4;489;I39;Ida;PTA2;2,0;17,7
4;489;I39;Ida;TNOC;1,0;20,9
4;489;I39;Ida;TPMA;2,0;18,6
4;489;I39;Ret;FPMA;0,0;0,0
4;489;I39;Ret;FPNOC;0,0;0,0
4;489;I39;Ret;FPTA;0,0;0,0
4;489;I39;Ret;NOC;0,0;0,0
4;489;I39;Ret;PMA;0,0;0,0
4;489;I39;Ret;PMD;0,0;0,0
4;489;I39;Ret;PRENOC1;0,0;0,0
4;489;I39;Ret;PRENOC2;0,0;0,0
4;489;I39;Ret;PTA1;0,0;0,0
4;489;I39;Ret;PTA2;0,0;0,0
4;489;I39;Ret;TNOC;0,0;0,0
4;489;I39;Ret;TPMA;0,0;0,0
4;411c;211c;Ida;FPMA;9,3;18,7
4;411c;211c;Ida;FPNOC;8,0;21,0
4;411c;211c;Ida;FPTA;9,2;16,9
4;411c;211c;Ida;NOC;0,0;0,0
4;411c;211c;Ida;PMA;12,0;16,4
4;411c;211c;Ida;PMD;9,3;16,6
4;411c;211c;Ida;PRENOC1;0,0;0,0
4;411c;211c;Ida;PRENOC2;5,5;24,8
4;411c;211c;Ida;PTA1;10,0;15,1
4;411c;211c;Ida;PTA2;12,0;17,1
4;411c;211c;Ida;TNOC;4,0;22,2
4;411c;211c;Ida;TPMA;11,3;18,6
4;411c;211c;Ret;FPMA;9,3;19,2
4;411c;211c;Ret;FPNOC;8,0;23,0
4;411c;211c;Ret;FPTA;9,2;18,2
4;411c;211c;Ret;NOC;0,0;0,0
4;411c;211c;Ret;PMA;12,0;16,2
4;411c;211c;Ret;PMD;9,3;17,8
4;411c;211c;Ret;PRENOC1;0,0;0,0
4;411c;211c;Ret;PRENOC2;3,0;25,6
4;411c;211c;Ret;PTA1;10,0;17,1
4;411c;211c;Ret;PTA2;12,0;19,9
4;411c;211c;Ret;TNOC;12,0;21,1
4;411c;211c;Ret;TPMA;11,3;18,7
4;440y;G22;Ida;FPMA;0,0;0,0
4;440y;G22;Ida;FPNOC;0,0;0,0
4;440y;G22;Ida;FPTA;0,0;0,0
4;440y;G22;Ida;NOC;0,0;0,0
4;440y;G22;Ida;PMA;2,0;14,6
4;440y;G22;Ida;PMD;0,0;0,0
4;440y;G22;Ida;PRENOC1;0,0;0,0
4;440y;G22;Ida;PRENOC2;0,0;0,0
4;440y;G22;Ida;PTA1;0,0;0,0
4;440y;G22;Ida;PTA2;0,0;0,0
4;440y;G22;Ida;TNOC;0,0;0,0
4;440y;G22;Ida;TPMA;0,0;0,0
4;440y;G22;Ret;FPMA;0,0;0,0
4;440y;G22;Ret;FPNOC;0,0;0,0
4;440y;G22;Ret;FPTA;0,0;0,0
4;440y;G22;Ret;NOC;0,0;0,0
4;440y;G22;Ret;PMA;0,0;0,0
4;440y;G22;Ret;PMD;0,0;0,0
4;440y;G22;Ret;PRENOC1;0,0;0,0
4;440y;G22;Ret;PRENOC2;0,0;0,0
4;440y;G22;Ret;PTA1;0,0;0,0
4;440y;G22;Ret;PTA2;0,0;0,0
4;440y;G22;Ret;TNOC;0,0;0,0
4;440y;G22;Ret;TPMA;0,0;0,0
4;462n;262n;Ida;FPMA;0,0;0,0
4;462n;262n;Ida;FPNOC;0,0;0,0
4;462n;262n;Ida;FPTA;0,0;0,0
4;462n;262n;Ida;NOC;2,0;31,4
4;462n;262n;Ida;PMA;0,0;0,0
4;462n;262n;Ida;PMD;0,0;0,0
4;462n;262n;Ida;PRENOC1;3,0;31,9
4;462n;262n;Ida;PRENOC2;0,0;0,0
4;462n;262n;Ida;PTA1;0,0;0,0
4;462n;262n;Ida;PTA2;0,0;0,0
4;462n;262n;Ida;TNOC;0,0;0,0
4;462n;262n;Ida;TPMA;0,0;0,0
4;462n;262n;Ret;FPMA;0,0;0,0
4;462n;262n;Ret;FPNOC;0,0;0,0
4;462n;262n;Ret;FPTA;0,0;0,0
4;462n;262n;Ret;NOC;2,0;31,8
4;462n;262n;Ret;PMA;0,0;0,0
4;462n;262n;Ret;PMD;0,0;0,0
4;462n;262n;Ret;PRENOC1;2,0;31,9
4;462n;262n;Ret;PRENOC2;0,0;0,0
4;462n;262n;Ret;PTA1;0,0;0,0
4;462n;262n;Ret;PTA2;0,0;0,0
4;462n;262n;Ret;TNOC;0,0;0,0
4;462n;262n;Ret;TPMA;0,0;0,0
4;473c;G13c;Ida;FPMA;0,0;0,0
4;473c;G13c;Ida;FPNOC;0,0;0,0
4;473c;G13c;Ida;FPTA;0,0;0,0
4;473c;G13c;Ida;NOC;0,0;0,0
4;473c;G13c;Ida;PMA;5,3;15,3
4;473c;G13c;Ida;PMD;0,0;0,0
4;473c;G13c;Ida;PRENOC1;0,0;0,0
4;473c;G13c;Ida;PRENOC2;0,0;0,0
4;473c;G13c;Ida;PTA1;5,0;14,7
4;473c;G13c;Ida;PTA2;5,0;16,9
4;473c;G13c;Ida;TNOC;5,0;18,5
4;473c;G13c;Ida;TPMA;1,3;15,6
4;473c;G13c;Ret;FPMA;0,0;0,0
4;473c;G13c;Ret;FPNOC;0,0;0,0
