Tipo_dia,Modo,Paradero,SIMIT,Comuna,Media_hora,Subidas_Promedio
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,00:00:00,1.2
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,00:30:00,1.4
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,01:00:00,0.2
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,01:30:00,0.6
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,04:00:00,0.2
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,06:00:00,11.4
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,06:30:00,28.4
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,07:00:00,68.8
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,07:30:00,56.8
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,08:00:00,41.6
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,08:30:00,39.6
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,09:00:00,36.2
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,09:30:00,40.6
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,10:00:00,39.0
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,10:30:00,42.8
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,11:00:00,61.6
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,11:30:00,64.0
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,12:00:00,69.8
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,12:30:00,77.2
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,13:00:00,86.6
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,13:30:00,87.6
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,14:00:00,96.6
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,14:30:00,100.0
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,15:00:00,95.8
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,15:30:00,97.8
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,16:00:00,111.0
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,16:30:00,115.2
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,17:00:00,150.4
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,17:30:00,209.8
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,18:00:00,239.8
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,18:30:00,302.8
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,19:00:00,278.4
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,19:30:00,228.0
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,20:00:00,163.4
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,20:30:00,101.0
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,21:00:00,94.4
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,21:30:00,54.2
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,22:00:00,68.8
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,22:30:00,57.0
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,23:00:00,34.2
LABORAL,BUS,E-13-278-OP-30,PI228,MAIPÚ,23:30:00,25.2
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,00:00:00,2.0
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,00:30:00,2.6
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,01:00:00,0.4
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,02:30:00,0.2
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,03:30:00,0.4
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,04:00:00,0.2
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,04:30:00,0.4
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,05:30:00,1.6
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,06:00:00,24.0
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,06:30:00,47.8
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,07:00:00,166.8
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,07:30:00,245.6
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,08:00:00,128.8
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,08:30:00,120.4
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,09:00:00,108.0
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,09:30:00,84.8
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,10:00:00,72.8
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,10:30:00,84.6
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,11:00:00,95.8
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,11:30:00,112.4
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,12:00:00,120.2
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,12:30:00,117.2
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,13:00:00,135.2
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,13:30:00,137.0
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,14:00:00,146.8
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,14:30:00,148.0
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,15:00:00,136.0
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,15:30:00,140.2
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,16:00:00,153.8
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,16:30:00,187.2
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,17:00:00,207.6
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,17:30:00,239.0
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,18:00:00,288.8
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,18:30:00,349.8
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,19:00:00,333.2
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,19:30:00,302.6
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,20:00:00,220.6
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,20:30:00,180.2
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,21:00:00,157.4
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,21:30:00,148.0
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,22:00:00,112.4
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,22:30:00,130.0
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,23:00:00,107.4
LABORAL,BUS,E-13-278-OP-40,PI148,MAIPÚ,23:30:00,32.6
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,00:30:00,0.8
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,01:00:00,0.4
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,02:00:00,0.2
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,02:30:00,0.4
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,03:00:00,0.2
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,05:00:00,5.0
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,05:30:00,25.0
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,06:00:00,75.8
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,06:30:00,66.80000000000001
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,07:00:00,102.8
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,07:30:00,102.6
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,08:00:00,91.4
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,08:30:00,78.6
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,09:00:00,74.2
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,09:30:00,56.8
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,10:00:00,66.8
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,10:30:00,61.2
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,11:00:00,52.4
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,11:30:00,62.6
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,12:00:00,68.2
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,12:30:00,70.4
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,13:00:00,73.2
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,13:30:00,60.59999999999999
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,14:00:00,58.0
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,14:30:00,65.0
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,15:00:00,59.6
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,15:30:00,61.40000000000001
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,16:00:00,60.8
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,16:30:00,61.2
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,17:00:00,71.6
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,17:30:00,77.0
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,18:00:00,81.60000000000001
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,18:30:00,88.4
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,19:00:00,73.4
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,19:30:00,77.0
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,20:00:00,57.2
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,20:30:00,53.4
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,21:00:00,48.6
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,21:30:00,44.0
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,22:00:00,31.4
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,22:30:00,21.2
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,23:00:00,13.4
LABORAL,BUS,E-13-278-PO-15,PI106,MAIPÚ,23:30:00,4.4
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,00:00:00,0.2
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,00:30:00,2.0
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,01:00:00,1.2
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,01:30:00,0.6
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,02:00:00,0.2
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,05:00:00,0.8
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,05:30:00,10.8
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,06:00:00,24.2
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,06:30:00,37.4
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,07:00:00,98.8
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,07:30:00,104.4
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,08:00:00,86.6
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,08:30:00,71.4
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,09:00:00,70.6
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,09:30:00,80.2
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,10:00:00,78.0
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,10:30:00,97.39999999999999
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,11:00:00,101.4
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,11:30:00,110.8
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,12:00:00,120.8
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,12:30:00,108.6
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,13:00:00,90.2
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,13:30:00,81.6
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,14:00:00,73.6
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,14:30:00,84.4
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,15:00:00,92.8
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,15:30:00,102.8
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,16:00:00,106.8
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,16:30:00,121.4
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,17:00:00,128.0
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,17:30:00,157.4
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,18:00:00,179.2
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,18:30:00,191.4
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,19:00:00,155.4
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,19:30:00,150.8
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,20:00:00,110.8
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,20:30:00,79.2
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,21:00:00,60.6
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,21:30:00,55.2
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,22:00:00,90.2
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,22:30:00,53.40000000000001
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,23:00:00,39.4
LABORAL,BUS,E-13-278-PO-25,PI657,MAIPÚ,23:30:00,3.8
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,00:00:00,1.2
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,00:30:00,2.4
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,01:00:00,1.0
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,01:30:00,0.4
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,02:00:00,0.2
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,03:30:00,0.2
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,04:00:00,0.4
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,05:30:00,8.200000000000001
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,06:00:00,23.2
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,06:30:00,46.8
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,07:00:00,56.6
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,07:30:00,87.2
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,08:00:00,81.6
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,08:30:00,112.0
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,09:00:00,89.6
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,09:30:00,79.2
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,10:00:00,18.4
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,10:30:00,2.6
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,11:00:00,1.6
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,11:30:00,1.6
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,12:00:00,1.6
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,12:30:00,2.4
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,13:00:00,1.0
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,13:30:00,2.2
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,14:00:00,1.4
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,14:30:00,2.6
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,15:00:00,1.4
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,15:30:00,1.8
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,16:00:00,1.0
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,16:30:00,1.0
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,17:00:00,2.6
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,17:30:00,3.4
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,18:00:00,1.8
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,18:30:00,1.2
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,19:00:00,1.8
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,19:30:00,4.8
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,20:00:00,6.0
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,20:30:00,64.8
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,21:00:00,163.4
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,21:30:00,121.8
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,22:00:00,140.8
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,22:30:00,94.8
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,23:00:00,59.6
LABORAL,BUS,E-13-54-NS-80,PI222,MAIPÚ,23:30:00,31.8
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,00:00:00,1.0
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,00:30:00,1.2
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,01:00:00,0.6
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,01:30:00,0.2
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,03:30:00,0.2
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,04:30:00,0.4
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,06:00:00,2.0
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,06:30:00,8.2
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,07:00:00,16.6
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,07:30:00,42.59999999999999
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,08:00:00,40.8
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,08:30:00,41.2
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,09:00:00,53.6
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,09:30:00,54.8
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,10:00:00,134.2
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,10:30:00,171.6
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,11:00:00,195.2
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,11:30:00,232.4
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,12:00:00,262.2
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,12:30:00,274.0
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,13:00:00,299.4
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,13:30:00,315.2
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,14:00:00,276.2
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,14:30:00,277.0
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,15:00:00,265.4
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,15:30:00,294.4
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,16:00:00,305.6
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,16:30:00,344.4
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,17:00:00,367.4
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,17:30:00,456.8
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,18:00:00,510.0
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,18:30:00,611.8000000000001
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,19:00:00,544.0
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,19:30:00,529.0
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,20:00:00,408.4
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,20:30:00,233.0
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,21:00:00,84.0
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,21:30:00,66.6
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,22:00:00,66.0
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,22:30:00,49.0
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,23:00:00,42.6
LABORAL,BUS,E-13-54-NS-85,PI419,MAIPÚ,23:30:00,11.4
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,00:00:00,0.4
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,00:30:00,0.2
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,01:00:00,0.2
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,01:30:00,0.2
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,02:30:00,0.4
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,03:30:00,0.6000000000000001
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,04:00:00,0.6000000000000001
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,04:30:00,10.6
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,05:00:00,50.4
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,05:30:00,88.6
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,06:00:00,162.0
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,06:30:00,200.6
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,07:00:00,285.2
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,07:30:00,258.8
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,08:00:00,198.6
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,08:30:00,184.4
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,09:00:00,211.8
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,09:30:00,195.2
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,10:00:00,187.2
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,10:30:00,194.4
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,11:00:00,202.6
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,11:30:00,202.2
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,12:00:00,198.4
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,12:30:00,215.6
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,13:00:00,210.8
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,13:30:00,176.4
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,14:00:00,166.0
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,14:30:00,146.8
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,15:00:00,150.2
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,15:30:00,150.2
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,16:00:00,145.0
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,16:30:00,141.2
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,17:00:00,162.2
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,17:30:00,184.6
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,18:00:00,180.0
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,18:30:00,153.4
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,19:00:00,142.2
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,19:30:00,97.6
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,20:00:00,89.2
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,20:30:00,49.2
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,21:00:00,36.6
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,21:30:00,32.4
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,22:00:00,25.2
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,22:30:00,17.8
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,23:00:00,11.8
LABORAL,BUS,E-13-54-SN-10,PI386,MAIPÚ,23:30:00,8.0
LABORAL,BUS,E-13-54-SN-5,PI230,MAIPÚ,00:00:00,0.4
LABORAL,BUS,E-13-54-SN-5,PI230,MAIPÚ,00:30:00,1.2
LABORAL,BUS,E-13-54-SN-5,PI230,MAIPÚ,01:00:00,0.4
LABORAL,BUS,E-13-54-SN-5,PI230,MAIPÚ,04:30:00,1.4
LABORAL,BUS,E-13-54-SN-5,PI230,MAIPÚ,05:00:00,7.4
LABORAL,BUS,E-13-54-SN-5,PI230,MAIPÚ,05:30:00,22.0
LABORAL,BUS,E-13-54-SN-5,PI230,MAIPÚ,06:00:00,85.19999999999999
LABORAL,BUS,E-13-54-SN-5,PI230,MAIPÚ,06:30:00,94.4
LABORAL,BUS,E-13-54-SN-5,PI230,MAIPÚ,07:00:00,114.8
LABORAL,BUS,E-13-54-SN-5,PI230,MAIPÚ,07:30:00,125.2
LABORAL,BUS,E-13-54-SN-5,PI230,MAIPÚ,08:00:00,105.4
LABORAL,BUS,E-13-54-SN-5,PI230,MAIPÚ,08:30:00,89.8
LABORAL,BUS,E-13-54-SN-5,PI230,MAIPÚ,09:00:00,66.6
LABORAL,BUS,E-13-54-SN-5,PI230,MAIPÚ,09:30:00,59.59999999999999
LABORAL,BUS,E-13-54-SN-5,PI230,MAIPÚ,10:00:00,46.0
LABORAL,BUS,E-13-54-SN-5,PI230,MAIPÚ,10:30:00,43.8
LABORAL,BUS,E-13-54-SN-5,PI230,MAIPÚ,11:00:00,48.8
LABORAL,BUS,E-13-54-SN-5,PI230,MAIPÚ,11:30:00,49.8
LABORAL,BUS,E-13-54-SN-5,PI230,MAIPÚ,12:00:00,46.0
LABORAL,BUS,E-13-54-SN-5,PI230,MAIPÚ,12:30:00,49.59999999999999
