Unidad de Negocio,Código TS,Código Usuario,Sentido,FREC_PUNTA,FREC_VALLE,INDICE_PUNTA_VALLE,CAP_POR_BUS_PUNTA,TIPO_ZONA
19,1914,214,Ida,6.791666666666667,5.333333333333333,1.2734375000000002,90.0,Periférica
19,1914,214,Ret,6.791666666666667,5.333333333333333,1.2734375000000002,90.0,Periférica
3,372,I02,Ret,5.375,4.222222222222222,1.2730263157894737,93.0,Semi-Central
4,488,G08,Ida,7.208333333333333,5.666666666666667,1.2720588235294117,91.0,Periférica
4,433,233,Ida,6.416666666666666,5.044444444444444,1.2720264317180616,76.00000000000001,Periférica
5,555,555,Ret,6.125,4.822222222222223,1.2701612903225805,111.0,Periférica
15,1544,E14,Ret,5.25,4.133333333333334,1.2701612903225805,90.0,Periférica
15,1539,E09,Ret,6.875,5.422222222222222,1.2679303278688525,90.0,Periférica
5,531,J11,Ida,3.291666666666667,2.6,1.2660256410256412,46.99999999999999,Periférica
5,531,J11,Ret,3.2916666666666665,2.6,1.266025641025641,47.0,Periférica
3,307,307,Ida,9.0,7.111111111111111,1.265625,93.0,Semi-Central
