Unidad de Negocio,Código TS,Código Usuario,Sentido,FREC_PUNTA,FREC_VALLE,INDICE_PUNTA_VALLE,CAP_POR_BUS_PUNTA,TIPO_ZONA
12,1214,D14,Ida,5.708333333333333,5.044444444444444,1.1316079295154184,90.0,Central
5,572,422,Ret,6.583333333333333,5.822222222222222,1.1307251908396947,81.0,Periférica
4,434,G34,Ida,3.8333333333333335,3.4,1.1274509803921569,91.0,Periférica
5,533,J13,Ret,5.333333333333333,4.733333333333333,1.1267605633802815,81.0,Periférica
11,1126,B06,Ret,5.583333333333333,4.955555555555556,1.1266816143497758,90.0,Periférica
14,1451,481,Ida,5.583333333333334,4.955555555555556,1.1266816143497758,90.0,Periférica
10,1004,104,Ida,11.416666666666668,10.133333333333333,1.1266447368421055,150.0,Periférica
8,808,B08,Ida,5.833333333333333,5.177777777777777,1.1266094420600858,60.0,Periférica
9,938,F18,Ret,6.083333333333333,5.3999999999999995,1.1265432098765433,90.0,Periférica
8,820,B20,Ida,5.0,4.444444444444444,1.1250000000000002,90.0,Periférica
16,1638,F28,Ida,4.75,4.222222222222222,1.125,90.0,Periférica
18,1845,345,Ret,4.75,4.222222222222222,1.125,90.0,Periférica
11,1142,B22,Ida,5.416666666666666,4.822222222222223,1.1232718894009215,60.0,Periférica
3,308,308,Ret,6.875,6.133333333333333,1.1209239130434783,93.0,Semi-Central
10,1040,F10,Ida,7.416666666666667,6.622222222222223,1.11996644295302,90.0,Periférica
18,1812,212,Ret,9.375,8.377777777777778,1.1190318302387268,150.0,Periférica
11,1127,C27,Ida,6.041666666666667,5.3999999999999995,1.1188271604938274,75.0,Periférica
19,1910v,210v,Ida,5.791666666666667,5.177777777777777,1.1185622317596569,90.0,Periférica
3,368,I21,Ida,4.833333333333334,4.333333333333333,1.1153846153846156,53.0,Semi-Central
3,368,I21,Ret,4.833333333333334,4.333333333333333,1.1153846153846156,53.0,Semi-Central
16,1638,F28,Ret,4.708333333333333,4.222222222222222,1.1151315789473684,90.0,Periférica
16,1623,323,Ret,5.625,5.044444444444444,1.1150881057268722,60.0,Periférica
13,1303,403,Ida,7.458333333333333,6.688888888888889,1.115033222591362,90.0,Periférica
5,526,J06,Ret,1.7083333333333333,1.5333333333333332,1.1141304347826086,47.0,Periférica
15,1513,513,Ida,6.666666666666667,6.0,1.1111111111111112,132.0,Periférica
15,1513,513,Ret,6.666666666666667,6.0,1.1111111111111112,126.0,Periférica
3,374,I04,Ret,6.541666666666667,5.888888888888889,1.1108490566037736,93.0,Semi-Central
5,549,109,Ida,6.541666666666667,5.888888888888888,1.1108490566037736,81.0,Periférica
16,1622,322,Ret,5.75,5.177777777777778,1.1105150214592274,60.0,Periférica
16,1615c,E15c,Ret,6.291666666666666,5.666666666666667,1.1102941176470587,90.0,Periférica
5,549,109,Ret,6.583333333333333,5.933333333333334,1.1095505617977528,81.0,Periférica
19,1935,H05,Ida,4.583333333333333,4.133333333333334,1.1088709677419353,90.0,Periférica
19,1935,H05,Ret,4.583333333333333,4.133333333333334,1.1088709677419353,90.0,Periférica
9,964,124,Ret,5.833333333333333,5.266666666666667,1.1075949367088607,90.0,Periférica
11,1125,B05,Ida,5.583333333333333,5.044444444444444,1.106828193832599,90.0,Periférica
11,1125,B05,Ret,5.583333333333333,5.044444444444444,1.106828193832599,90.0,Periférica
12,1202,D02,Ida,5.583333333333333,5.044444444444444,1.106828193832599,90.0,Central
19,1939,H09,Ida,4.416666666666667,4.0,1.1041666666666667,59.99999999999999,Periférica
19,1939,H09,Ret,4.416666666666667,4.0,1.1041666666666667,59.99999999999999,Periférica
3,329,329,Ret,5.458333333333334,4.955555555555556,1.1014573991031391,46.0,Semi-Central
18,1848,H08,Ida,5.083333333333334,4.622222222222223,1.0997596153846154,90.0,Periférica
3,373,I03,Ret,7.5,6.822222222222223,1.0993485342019542,98.0,Semi-Central
15,1517,517,Ret,4.541666666666667,4.133333333333334,1.098790322580645,90.0,Periférica
10,1014,114,Ida,5.541666666666667,5.044444444444444,1.098568281938326,150.0,Periférica
10,1014,114,Ret,5.541666666666666,5.044444444444444,1.098568281938326,150.0,Periférica
3,387,I17,Ida,5.0,4.555555555555556,1.097560975609756,93.0,Semi-Central
11,1106,C06,Ret,6.583333333333333,6.0,1.097222222222222,90.0,Periférica
3,374,I04,Ida,6.166666666666667,5.622222222222223,1.0968379446640315,93.0,Semi-Central
12,1227,107,Ida,8.916666666666666,8.133333333333333,1.096311475409836,150.0,Central
5,557,407,Ret,9.208333333333334,8.4,1.0962301587301588,81.0,Periférica
18,1829,229,Ida,5.958333333333334,5.4444444444444455,1.0943877551020407,90.0,Periférica
11,1126,B06,Ida,5.416666666666666,4.955555555555556,1.0930493273542599,90.0,Periférica
3,383,I13,Ret,5.125,4.688888888888889,1.0930094786729858,93.0,Semi-Central
13,1303,403,Ret,7.333333333333333,6.711111111111111,1.0927152317880795,90.0,Periférica
15,1568,J18,Ret,6.75,6.177777777777777,1.0926258992805757,90.0,Periférica
4,478,G18,Ida,5.291666666666666,4.844444444444445,1.0923165137614677,76.0,Periférica
5,506v,506v,Ret,6.791666666666666,6.222222222222222,1.091517857142857,81.0,Periférica
12,1202,D02,Ret,5.5,5.044444444444444,1.0903083700440528,90.0,Central
18,1833,H13,Ida,5.666666666666666,5.2,1.0897435897435896,90.0,Periférica
10,1021,C01,Ret,7.958333333333333,7.311111111111111,1.0885258358662613,90.0,Periférica
4,438,G38,Ida,6.166666666666667,5.666666666666667,1.088235294117647,90.99999999999999,Periférica
16,1645,225,Ret,6.166666666666667,5.666666666666667,1.088235294117647,90.0,Periférica
2,238e,G08v,Ret,5.916666666666667,5.444444444444444,1.0867346938775513,49.99999999999999,Central
3,369,I22,Ida,5.333333333333333,4.9111111111111105,1.0859728506787332,98.0,Semi-Central
3,329,329,Ida,5.375,4.955555555555556,1.084641255605381,46.0,Semi-Central
3,375,I05,Ida,4.333333333333333,4.0,1.0833333333333333,93.0,Semi-Central
12,1221c,C01c,Ret,8.666666666666666,8.0,1.0833333333333333,90.0,Central
14,1420,320,Ida,4.333333333333333,4.0,1.0833333333333333,60.0,Periférica
12,1209,D09,Ida,6.375,5.888888888888889,1.0825471698113207,90.0,Central
12,1210,D10,Ida,5.458333333333334,5.044444444444444,1.0820484581497798,90.0,Central
19,1901,201,Ida,7.375,6.822222222222223,1.0810260586319218,90.0,Periférica
18,1812,212,Ida,9.041666666666666,8.377777777777778,1.0792440318302385,150.0,Periférica
5,528,J08,Ida,5.083333333333333,4.711111111111111,1.079009433962264,81.0,Periférica
16,1616,E16,Ret,5.583333333333334,5.177777777777777,1.078326180257511,90.0,Periférica
8,810,B10,Ida,4.833333333333334,4.48888888888889,1.0767326732673266,90.0,Periférica
3,310,I24,Ida,4.833333333333333,4.48888888888889,1.0767326732673264,93.0,Semi-Central
3,310,I24,Ret,4.833333333333333,4.48888888888889,1.0767326732673264,93.0,Semi-Central
3,348,348,Ret,5.333333333333334,4.955555555555556,1.0762331838565022,93.0,Semi-Central
10,1024,B14,Ida,5.333333333333333,4.955555555555556,1.0762331838565022,90.0,Periférica
15,1531,E01,Ret,4.916666666666666,4.5777777777777775,1.0740291262135921,90.0,Periférica
10,1033,F03,Ret,5.416666666666667,5.044444444444444,1.0737885462555068,90.0,Periférica
12,1214,D14,Ret,5.416666666666667,5.044444444444444,1.0737885462555068,90.0,Central
5,536,J16,Ida,4.291666666666667,4.0,1.0729166666666667,47.0,Periférica
15,1552,J02,Ida,4.458333333333333,4.155555555555556,1.0728609625668448,60.0,Periférica
3,385,385,Ida,4.875,4.555555555555556,1.070121951219512,98.0,Semi-Central
8,822,722,Ret,6.416666666666666,6.0,1.0694444444444444,90.0,Periférica
9,967,712,Ida,6.416666666666667,6.0,1.0694444444444444,90.0,Periférica
12,1227,107,Ret,8.833333333333334,8.266666666666667,1.0685483870967742,149.99999999999997,Central
10,1059,F29,Ida,5.291666666666666,4.955555555555556,1.0678251121076232,90.0,Periférica
10,1059,F29,Ret,5.291666666666666,4.955555555555556,1.0678251121076232,90.0,Periférica
3,387,I17,Ret,5.0,4.688888888888889,1.066350710900474,93.0,Semi-Central
16,1625,325,Ida,4.5,4.222222222222222,1.0657894736842104,90.0,Periférica
16,1625,325,Ret,4.5,4.222222222222222,1.0657894736842104,90.0,Periférica
11,1115,C15,Ida,6.25,5.866666666666667,1.065340909090909,90.0,Periférica
3,371,I01,Ida,5.75,5.3999999999999995,1.0648148148148149,93.0,Semi-Central
5,533c,J13c,Ida,5.25,4.933333333333334,1.064189189189189,81.0,Periférica
16,1640,E10,Ret,5.083333333333334,4.777777777777778,1.0639534883720931,90.0,Periférica
14,1406,106,Ida,6.166666666666667,5.8,1.0632183908045978,90.0,Periférica
3,385,385,Ret,5.125,4.822222222222223,1.0627880184331795,98.0,Semi-Central
8,837,B37,Ida,2.125,2.0,1.0625,90.0,Periférica
12,1215,D15,Ida,5.5,5.177777777777777,1.0622317596566524,90.0,Central
3,373,I03,Ida,6.958333333333333,6.555555555555556,1.0614406779661016,98.00000000000001,Semi-Central
8,818,B18,Ret,5.0,4.711111111111111,1.0613207547169812,90.0,Periférica
15,1510,110,Ida,5.541666666666666,5.222222222222222,1.0611702127659572,150.0,Periférica
11,1119,C19,Ret,5.583333333333333,5.266666666666667,1.060126582278481,90.0,Periférica
11,1116,C16,Ida,6.5,6.133333333333333,1.0597826086956523,90.0,Periférica
8,817,B17,Ida,4.875,4.6000000000000005,1.059782608695652,60.0,Periférica
5,514,514,Ida,6.333333333333333,5.977777777777777,1.059479553903346,81.0,Periférica
5,510,510,Ida,5.625,5.311111111111111,1.0591004184100419,81.0,Periférica
3,324,125,Ret,5.333333333333333,5.044444444444444,1.0572687224669604,98.0,Semi-Central
3,384,I14,Ida,5.916666666666667,5.6000000000000005,1.056547619047619,98.0,Semi-Central
16,1613,E13,Ret,5.75,5.444444444444444,1.056122448979592,90.0,Periférica
15,1557,J07,Ida,3.75,3.555555555555556,1.0546875,90.0,Periférica
5,502,502,Ida,7.916666666666667,7.51111111111111,1.0539940828402368,111.42857142857143,Periférica
11,1107,C07,Ret,7.625,7.2444444444444445,1.0525306748466257,90.0,Periférica
16,1640,E10,Ida,4.791666666666667,4.555555555555556,1.0518292682926829,90.0,Periférica
3,389,I20,Ret,4.833333333333334,4.6000000000000005,1.0507246376811594,97.99999999999999,Semi-Central
2,283,G43,Ida,5.416666666666667,5.155555555555555,1.0506465517241381,101.0,Central
2,283,G43,Ret,5.416666666666667,5.155555555555555,1.0506465517241381,101.0,Central
11,1116,C16,Ret,6.416666666666667,6.111111111111111,1.05,90.0,Periférica
16,1616,E16,Ida,5.291666666666667,5.044444444444444,1.0490088105726874,90.0,Periférica
3,348,348,Ida,5.291666666666666,5.044444444444444,1.0490088105726871,93.0,Semi-Central
10,1033,F03,Ida,5.291666666666666,5.044444444444444,1.0490088105726871,90.0,Periférica
3,304,B42,Ret,5.166666666666667,4.933333333333334,1.0472972972972974,90.77777777777777,Semi-Central
9,926,F06,Ida,6.791666666666667,6.48888888888889,1.0466609589041096,90.0,Periférica
12,1229,409,Ida,7.833333333333334,7.48888888888889,1.045994065281899,120.0,Central
3,384,I14,Ret,6.041666666666667,5.8,1.0416666666666667,98.0,Semi-Central
9,967,712,Ret,6.25,6.0,1.0416666666666667,90.0,Periférica
13,1329,429,Ida,6.25,6.0,1.0416666666666667,90.0,Periférica
16,1615c,E15c,Ida,6.333333333333333,6.088888888888889,1.0401459854014599,90.0,Periférica
19,1924,224,Ret,6.125,5.888888888888888,1.0400943396226416,90.0,Periférica
3,318,111,Ida,5.75,5.533333333333334,1.039156626506024,98.0,Semi-Central
13,1312,412,Ret,5.75,5.533333333333334,1.039156626506024,150.0,Periférica
10,1037,F07,Ret,5.0,4.822222222222223,1.0368663594470044,60.0,Periférica
9,964,124,Ida,5.75,5.5555555555555545,1.0350000000000001,90.0,Periférica
3,386,I16,Ida,4.708333333333334,4.555555555555556,1.0335365853658536,93.0,Semi-Central
14,1453,D13,Ida,4.708333333333334,4.555555555555556,1.0335365853658536,59.99999999999999,Periférica
14,1453,D13,Ret,4.708333333333334,4.555555555555556,1.0335365853658536,59.99999999999999,Periférica
11,1114,C14,Ret,9.458333333333334,9.155555555555557,1.0330703883495145,150.0,Periférica
3,379,I09,Ida,13.75,13.333333333333334,1.03125,90.0,Semi-Central
3,386,I16,Ret,4.958333333333334,4.822222222222223,1.028225806451613,93.0,Semi-Central
15,1557e,J07e,Ida,3.541666666666667,3.444444444444444,1.028225806451613,90.0,Periférica
4,474,G01,Ida,6.166666666666667,6.0,1.027777777777778,90.99999999999999,Periférica
4,474,G01,Ret,6.166666666666667,6.0,1.027777777777778,90.99999999999999,Periférica
4,482,G32,Ida,6.166666666666667,6.0,1.027777777777778,60.0,Periférica
12,1223,103,Ret,6.041666666666667,5.888888888888889,1.025943396226415,90.0,Central
5,509,509,Ida,5.333333333333333,5.2,1.0256410256410255,92.0,Periférica
9,925,F05,Ret,7.125,6.955555555555556,1.0243610223642172,90.0,Periférica
10,1043,F13,Ret,7.125,6.955555555555556,1.0243610223642172,90.0,Periférica
10,1041,F11,Ida,5.166666666666667,5.044444444444444,1.024229074889868,60.0,Periférica
10,1046,F16,Ida,5.166666666666667,5.044444444444444,1.024229074889868,60.0,Periférica
11,1122,B12,Ret,5.166666666666667,5.044444444444444,1.024229074889868,90.0,Periférica
8,803,B03,Ida,6.666666666666666,6.51111111111111,1.0238907849829353,90.0,Periférica
5,576,426,Ret,8.5,8.311111111111112,1.0227272727272727,81.0,Periférica
11,1137,C37,Ret,5.291666666666666,5.177777777777777,1.0219957081545064,60.0,Periférica
12,1223,103,Ida,5.875,5.7555555555555555,1.0207528957528957,90.0,Central
19,1901,201,Ret,7.083333333333333,6.955555555555556,1.018370607028754,90.0,Periférica
10,1038,F08,Ida,5.0,4.9111111111111105,1.0180995475113124,90.0,Periférica
19,1924,224,Ida,6.125,6.022222222222222,1.0170664206642066,90.0,Periférica
18,1806,206,Ret,7.75,7.622222222222223,1.0167638483965014,90.0,Periférica
4,472,G12,Ida,5.125,5.044444444444444,1.0159691629955947,76.0,Periférica
4,472,G12,Ret,5.125,5.044444444444444,1.0159691629955947,76.0,Periférica
9,945,F25,Ret,5.125,5.044444444444444,1.0159691629955947,90.0,Periférica
10,1031,F01,Ret,5.125,5.044444444444444,1.0159691629955947,90.0,Periférica
11,1122,B12,Ida,5.125,5.044444444444444,1.0159691629955947,90.0,Periférica
5,514,514,Ret,6.208333333333333,6.111111111111111,1.0159090909090909,89.0,Periférica
11,1141,B21,Ret,5.0,4.933333333333334,1.0135135135135134,90.0,Periférica
11,1107,C07,Ida,7.291666666666667,7.2,1.0127314814814814,90.0,Periférica
12,1208,D08,Ida,6.208333333333334,6.133333333333333,1.0122282608695654,90.0,Central
9,926,F06,Ret,6.666666666666666,6.6000000000000005,1.01010101010101,90.0,Periférica
3,382,I12,Ida,4.958333333333333,4.9111111111111105,1.0096153846153846,98.0,Semi-Central
10,1054,F24,Ret,5.0,4.955555555555556,1.0089686098654709,60.0,Periférica
3,377,I07,Ida,4.75,4.711111111111111,1.008254716981132,93.0,Semi-Central
10,1004,104,Ret,10.208333333333332,10.133333333333333,1.0074013157894737,150.00000000000003,Periférica
10,1016,116,Ida,5.125,5.0888888888888895,1.0070960698689955,90.0,Periférica
8,826,B26,Ida,6.041666666666667,6.0,1.0069444444444444,90.0,Periférica
11,1103,C03,Ret,6.041666666666667,6.0,1.0069444444444444,90.0,Periférica
3,324,125,Ida,5.208333333333333,5.177777777777777,1.0059012875536482,98.0,Semi-Central
14,1406,106,Ret,5.916666666666666,5.888888888888889,1.0047169811320753,90.0,Periférica
3,388,I18,Ida,4.708333333333334,4.688888888888889,1.0041469194312798,93.0,Semi-Central
14,1419,419,Ida,5.083333333333333,5.066666666666666,1.0032894736842106,150.0,Periférica
9,918,C18,Ida,6.708333333333333,6.68888888888889,1.0029069767441858,90.0,Periférica
8,818,B18,Ida,4.5,4.48888888888889,1.0024752475247523,90.0,Periférica
3,382,I12,Ret,4.958333333333333,4.955555555555556,1.0005605381165918,98.0,Semi-Central
5,533,J13,Ida,4.958333333333333,4.955555555555556,1.0005605381165918,81.0,Periférica
4,489,I39,Ida,2.0,2.0,1.0,76.0,Periférica
5,588,B38,Ida,2.0,2.0,1.0,81.0,Periférica
9,940,F20,Ida,6.0,6.0,1.0,90.0,Periférica
9,963e,213e,Ida,6.0,6.0,1.0,90.0,Periférica
12,1216,D16,Ida,4.0,4.0,1.0,90.0,Central
12,1216,D16,Ret,4.0,4.0,1.0,90.0,Central
13,1345,B35,Ida,2.0,2.0,1.0,90.0,Periférica
10,1031,F01,Ida,5.041666666666667,5.044444444444444,0.9994493392070486,90.0,Periférica
5,511,511,Ida,5.166666666666666,5.177777777777777,0.9978540772532188,81.0,Periférica
5,511,511,Ret,5.166666666666666,5.177777777777777,0.9978540772532188,81.0,Periférica
5,537,J17,Ida,1.75,1.7555555555555558,0.9968354430379746,47.0,Periférica
5,537,J17,Ret,1.75,1.7555555555555558,0.9968354430379746,47.0,Periférica
5,509,509,Ret,5.375,5.3999999999999995,0.9953703703703705,91.99999999999999,Periférica
3,318,111,Ret,5.5,5.533333333333334,0.9939759036144576,98.0,Semi-Central
13,1312,412,Ida,5.5,5.533333333333334,0.9939759036144576,150.0,Periférica
3,383,I13,Ida,4.875,4.9111111111111105,0.9926470588235295,93.0,Semi-Central
5,510,510,Ret,5.375,5.422222222222222,0.9912909836065575,81.0,Periférica
9,919,B19,Ret,5.0,5.044444444444444,0.9911894273127754,60.0,Periférica
9,922,F02,Ida,5.0,5.044444444444444,0.9911894273127754,60.0,Periférica
9,945,F25,Ida,5.0,5.044444444444444,0.9911894273127754,90.0,Periférica
11,1135,B15,Ida,5.0,5.044444444444444,0.9911894273127754,90.0,Periférica
14,1423,423,Ret,5.125,5.177777777777777,0.9898068669527899,90.0,Periférica
9,925,F05,Ida,6.875,6.955555555555556,0.9884185303514377,90.0,Periférica
19,1927,227,Ida,5.375,5.444444444444444,0.9872448979591838,90.0,Periférica
3,377,I07,Ret,5.0,5.066666666666666,0.986842105263158,93.0,Semi-Central
12,1217v,D17v,Ida,3.0,3.0444444444444443,0.9854014598540146,90.00000000000001,Central
11,1121,B11,Ret,4.75,4.822222222222222,0.9850230414746545,90.0,Periférica
8,812,120,Ret,5.0,5.0888888888888895,0.9825327510917029,90.0,Periférica
3,371,I01,Ret,5.666666666666666,5.777777777777778,0.9807692307692307,93.0,Semi-Central
11,1141,B21,Ida,4.833333333333334,4.933333333333334,0.9797297297297298,90.0,Periférica
11,1105,C05,Ida,5.875,6.0,0.9791666666666666,90.0,Periférica
3,388,I18,Ret,4.833333333333334,4.955555555555556,0.9753363228699552,93.0,Semi-Central
10,1054,F24,Ida,4.833333333333334,4.955555555555556,0.9753363228699552,59.99999999999999,Periférica
10,1046,F16,Ret,4.916666666666666,5.044444444444444,0.9746696035242289,60.0,Periférica
12,1211,D11,Ret,5.833333333333333,6.0,0.9722222222222222,90.0,Central
9,935,F15,Ida,5.0,5.155555555555555,0.9698275862068967,90.0,Periférica
9,902,B02,Ida,4.416666666666667,4.555555555555556,0.9695121951219512,90.0,Periférica
5,542,542,Ida,3.875,4.0,0.96875,81.0,Periférica
18,1832,H12,Ida,3.875,4.0,0.96875,90.0,Periférica
18,1832,H12,Ret,3.875,4.0,0.96875,90.0,Periférica
9,904,B04,Ida,4.666666666666667,4.822222222222223,0.9677419354838709,90.0,Periférica
14,1415,405,Ret,7.125,7.377777777777777,0.965737951807229,150.0,Periférica
3,328,113,Ida,5.0,5.177777777777777,0.9656652360515022,98.0,Semi-Central
3,328,113,Ret,5.0,5.177777777777777,0.9656652360515022,98.0,Semi-Central
5,543,424,Ida,5.0,5.177777777777777,0.9656652360515022,81.0,Periférica
10,1043,F13,Ida,6.708333333333333,6.955555555555556,0.9644568690095846,90.0,Periférica
8,812,120,Ida,5.0,5.222222222222222,0.9574468085106382,90.0,Periférica
11,1121,B11,Ida,4.708333333333334,4.933333333333334,0.954391891891892,90.0,Periférica
9,918,C18,Ret,6.416666666666667,6.733333333333333,0.952970297029703,90.0,Periférica
12,1203,D03,Ret,6.916666666666667,7.266666666666667,0.9518348623853211,90.0,Central
12,1207,D07,Ret,5.708333333333334,6.0,0.951388888888889,90.0,Central
12,1201,D01,Ida,4.458333333333333,4.688888888888889,0.9508293838862558,90.0,Central
5,526,J06,Ida,1.5833333333333333,1.6666666666666667,0.95,47.0,Periférica
3,379,I09,Ret,12.666666666666666,13.377777777777778,0.9468438538205979,90.0,Semi-Central
13,1343,B43,Ida,4.666666666666667,4.933333333333334,0.9459459459459459,90.0,Periférica
8,822,722,Ida,5.666666666666667,6.0,0.9444444444444445,90.0,Periférica
16,1607,207,Ret,7.541666666666666,8.0,0.9427083333333333,150.0,Periférica
9,962,102,Ida,4.875,5.177777777777777,0.9415236051502147,90.0,Periférica
9,940,F20,Ret,5.625,6.0,0.9375,90.0,Periférica
12,1211,D11,Ida,5.625,6.0,0.9375,90.0,Central
19,1927,227,Ret,5.208333333333333,5.555555555555556,0.9374999999999998,90.0,Periférica
12,1218,D18,Ida,6.583333333333334,7.044444444444444,0.9345425867507887,90.0,Central
3,389,I20,Ida,4.833333333333334,5.177777777777777,0.9334763948497856,97.99999999999999,Semi-Central
18,1806,206,Ida,7.0,7.51111111111111,0.9319526627218936,90.0,Periférica
8,832,B32,Ida,2.8333333333333335,3.0444444444444443,0.9306569343065695,89.99999999999999,Periférica
15,1560,J10,Ida,4.5,4.844444444444444,0.9288990825688074,90.0,Periférica
12,1231,411,Ret,5.25,5.666666666666667,0.926470588235294,90.0,Central
14,1423,423,Ida,4.791666666666667,5.177777777777777,0.9254291845493564,90.0,Periférica
19,1904,204,Ret,9.0,9.733333333333333,0.9246575342465754,90.0,Periférica
5,543,424,Ret,4.958333333333334,5.3999999999999995,0.9182098765432101,81.0,Periférica
13,1343,B43,Ret,4.416666666666667,4.844444444444445,0.911697247706422,90.0,Periférica
12,1203,D03,Ida,6.416666666666667,7.044444444444444,0.9108832807570979,90.0,Central
13,1304,404,Ida,5.583333333333333,6.133333333333333,0.9103260869565217,150.0,Periférica
13,1329,429,Ret,5.458333333333333,6.0,0.9097222222222222,90.0,Periférica
16,1607,207,Ida,7.625,8.4,0.9077380952380952,150.0,Periférica
8,825,B25,Ida,3.833333333333333,4.266666666666667,0.8984374999999999,90.00000000000001,Periférica
12,1229,409,Ret,6.0,6.733333333333333,0.8910891089108911,135.0,Central
12,1207,D07,Ida,5.333333333333333,6.0,0.8888888888888888,90.0,Central
12,1205,D05,Ida,6.25,7.044444444444444,0.887223974763407,90.0,Central
5,545,115,Ida,5.458333333333333,6.177777777777777,0.8835431654676259,81.0,Periférica
5,545,115,Ret,5.333333333333333,6.044444444444444,0.8823529411764706,81.0,Periférica
19,1904,204,Ida,8.541666666666666,9.733333333333333,0.877568493150685,90.0,Periférica
9,962,102,Ret,4.25,4.844444444444445,0.8772935779816513,90.0,Periférica
9,963e,213e,Ret,5.25,6.0,0.875,90.0,Periférica
11,1109,C09,Ida,5.25,6.0,0.875,90.0,Periférica
14,1419,419,Ret,4.333333333333333,4.955555555555556,0.8744394618834079,150.0,Periférica
12,1205,D05,Ret,6.125,7.044444444444444,0.8694794952681388,90.0,Central
9,935,F15,Ret,4.375,5.044444444444444,0.8672907488986784,90.0,Periférica
8,836,B36,Ida,5.0,5.777777777777778,0.8653846153846154,90.0,Periférica
12,1217,D17,Ida,5.166666666666666,6.0,0.861111111111111,90.0,Central
9,932,F12,Ida,3.166666666666667,3.7777777777777772,0.8382352941176473,90.0,Periférica
9,932,F12,Ret,3.166666666666667,3.7777777777777772,0.8382352941176473,90.0,Periférica
12,1218,D18,Ret,5.791666666666667,6.911111111111111,0.8380225080385852,90.0,Central
5,542,542,Ret,3.333333333333333,4.0,0.8333333333333333,81.0,Periférica
15,1560,J10,Ret,4.5,5.444444444444444,0.8265306122448981,90.0,Periférica
5,576,426,Ida,7.541666666666666,9.177777777777777,0.8217312348668281,81.0,Periférica
11,1120,C20,Ida,10.25,12.68888888888889,0.8077933450087565,90.0,Periférica
12,1220,D20,Ida,1.3333333333333333,4.0,0.3333333333333333,0.0,Central
2,217e,217e,Ida,2.625,0.0,0.0,92.0,Central
2,217e,217e,Ret,2.625,0.0,0.0,92.0,Central
2,284,G24,Ret,0.0,0.0,0.0,0.0,Central
2,276,G46,Ret,0.0,0.0,0.0,0.0,Central
3,307,307,Ret,0.0,0.0,0.0,0.0,Semi-Central
3,307e,307e,Ida,5.833333333333334,0.0,0.0,90.99999999999999,Semi-Central
3,307e,307e,Ret,5.625,0.0,0.0,90.77777777777777,Semi-Central
3,313e,313e,Ida,4.291666666666666,0.0,0.0,93.0,Semi-Central
3,313e,313e,Ret,5.125,0.0,0.0,93.0,Semi-Central
3,313enc,313enc,Ida,0.7916666666666666,0.0,0.0,93.0,Semi-Central
3,314,314,Ret,0.0,0.0,0.0,0.0,Semi-Central
3,317,I25,Ret,0.0,0.0,0.0,0.0,Semi-Central
3,308c,308c,Ret,0.0,0.0,0.0,0.0,Semi-Central
3,328c,113c,Ida,3.458333333333333,0.0,0.0,98.0,Semi-Central
3,328c,113c,Ret,2.958333333333333,0.0,0.0,98.0,Semi-Central
3,328e,113e,Ida,1.8333333333333333,0.0,0.0,98.0,Semi-Central
3,328e,113e,Ret,3.0,0.0,0.0,0.0,Semi-Central
3,373c,I03c,Ida,2.3333333333333335,0.0,0.0,46.0,Semi-Central
3,373c,I03c,Ret,1.625,0.0,0.0,0.0,Semi-Central
3,374c,I04c,Ida,4.375,0.0,0.0,93.0,Semi-Central
3,374c,I04c,Ret,3.5416666666666665,0.0,0.0,93.0,Semi-Central
3,374e,I04e,Ida,2.0,0.0,0.0,93.0,Semi-Central
3,374e,I04e,Ret,0.0,0.0,0.0,0.0,Semi-Central
3,378c,I08c,Ida,2.5,0.0,0.0,93.0,Semi-Central
3,378c,I08c,Ret,0.0,0.0,0.0,0.0,Semi-Central
3,378N,I08N,Ida,0.0,0.0,0.0,0.0,Semi-Central
3,378N,I08N,Ret,0.0,0.0,0.0,0.0,Semi-Central
3,379c,I09c,Ida,3.4583333333333335,0.0,0.0,90.0,Semi-Central
3,379c,I09c,Ret,2.958333333333333,0.0,0.0,90.0,Semi-Central
3,379e,I09e,Ida,4.458333333333333,0.0,0.0,90.0,Semi-Central
3,379e,I09e,Ret,4.166666666666666,0.0,0.0,90.0,Semi-Central
3,380N,I10N,Ida,0.0,0.0,0.0,0.0,Semi-Central
3,380N,I10N,Ret,0.0,0.0,0.0,0.0,Semi-Central
3,383y,I13,Ida,0.0,0.0,0.0,0.0,Semi-Central
3,383y,I13,Ret,0.0,0.0,0.0,0.0,Semi-Central
3,384N,I14N,Ida,0.0,0.0,0.0,0.0,Semi-Central
3,384N,I14N,Ret,0.0,0.0,0.0,0.0,Semi-Central
3,381N,I11N,Ida,0.0,0.0,0.0,0.0,Semi-Central
3,381N,I11N,Ret,0.0,0.0,0.0,0.0,Semi-Central
3,304c,314c,Ida,6.416666666666666,0.0,0.0,90.27272727272728,Semi-Central
3,304c,314c,Ret,0.0,0.0,0.0,0.0,Semi-Central
4,474c,G01c,Ida,4.333333333333333,0.0,0.0,91.0,Periférica
4,474c,G01c,Ret,4.333333333333333,0.0,0.0,91.0,Periférica
4,469,G09,Ret,0.0,0.0,0.0,0.0,Periférica
4,471,G11,Ret,0.0,0.0,0.0,0.0,Periférica
4,433,233,Ret,0.0,0.0,0.0,0.0,Periférica
4,482,G32,Ret,0.0,0.0,0.0,0.0,Periférica
4,462n,262n,Ida,0.0,0.0,0.0,0.0,Periférica
